"line","word"
1,"por que tiene melena"
2,"porque sii???? mas que nada"
3,"no se"
4,"por que se le pegan al balon"
5,"porque trata decir que es un gato y bomita y saca bolas de pelos"
6,"por que los peros tienen pelos"
7,"las mascotas tienen pelos"
8,"porque puede que su animal puede que tenga un chillido"
9,"por que una cabeza tiene pelos."
10,"por que se podria comparar a una pelota de pelos"
11,"es muy peludo"
12,"porque tiene mucho cabello"
13,"por que tiene pelos"
14,"como ya esta grande"
15,"por que son feos"
16,"por que tambien trae melena de cabello"
17,"por que tiene la forma de una pelota y tiene cabello"
18,"porque tiene pelos"
19,"por que el dijo"
20,"por que ninguna parte mas que en la cabesa hay pelos :v"
21,"por que tiene pelo"
22,"por que sonnexos"
23,"porque tiene pelos"
24,"tiene pelos"
25,"por que tiene pelos"
26,"por que tiene pelo"
27,"por que es divertido y causa una emocion feliz"
28,"tienen una melena peluda"
29,"por que esta lleno de pelo"
30,"por que los perros tiene pelos"
31,"esta peludo"
32,"nolo se"
33,"por que paren pelos :v"
34,"por que tiene muchos pikos"
35,"no see"
36,"por que es muy jugeton"
37,"pr que es peluda"
38,"por que tiene sentido"
39,"por que es una forma de expresar un pensamiento"
40,"por que tiran pelo"
41,"porque el poema refleja la accion de cada persona en una pelota"
42,"por q esta lleno de pelos"
43,"por que no se xdxdxdxdxdxd :v ;)"
44,"por que tiene mucho pelo"
45,"como ya lo habia mencionado no quiero ser pervertido pero el testiculo tiene pelos"
46,"porque nada tiene sentido"
47,"por mi reporte"
48,"es redonda"
49,"no"
50,"por que tiene muchos pelos"
51,"x si"
52,"nose"
53,"por que si"
54,"pues es lo que se me bino ala mente"
55,"por que algunas personas le ponen un nombre ala mascota"
56,"r1gf3"
57,"porque es peludo"
58,"porque tiene pelos, es chiquito ya se parece a una pelota de pelos."
59,"porque tiene muchos pelos"
60,"por que es una bola de hilos con pelos"
61,"porque es un animal peludo"
62,"habla de pelos y los animales son los unicos"
63,"por que esta cubierto de pelos"
64,"ellos estan cubiertos de pelos"
65,"por que si"
66,"por que tiene pelos"
67,"esta chido"
68,"por que te dan selos de otra bpersona"
69,"por que esta disiendo las cosas que son para toda la familia y es para el perro"
70,"por que se siente como pelos"
71,"por que cuando dices esfuerzo es por que te interesas en algo que te guste y te esfuerzas asta conseguir eso lo que quieras sea para mal o para bien"
72,"por que tiene pelos"
73,"pues por que sueltan muchos pelos"
74,"por que tiene mucho pelo"
75,"por que en tu cuerpo tienes pelo por todos lados"
76,"porque es redondo"
77,"pues se llena de pelos"
78,"es muy peludo"
79,"porque si"
80,"por que se esponja"
81,"por que tienen muchos pelos"
82,"por que tiene muchos pelos"
83,"por que esta redonda"
84,"no se me ocurre otra cosa"
85,"por que tiene pelos"
86,"por los pelos"
87,"por que a si suena simbolicamente"
88,"nose"
89,"por que tienes pelos"
90,"tiene pelos en los brasos"
91,"por q es peludo y grita"
92,"xk esas pelotas tienencomo pelusita"
93,"por que si"
94,"tienen muco pelo encima"
95,"porque eso entiendo yo"
96,"tiene cualidades impresionantes"
97,"porque los animales tiene pelos"
98,"por que si,y por que asi es la vida"
99,"por que los gatos escupen bolas de pelos"
100,"por que tienen pelos"
101,"por que no le ayo sentido a otra cosa"
102,"es muy belludo"
103,"porque para mi el pelo que tiene la pelota es como lo corajudo que es mi tio y por sus corajes se ha convertido en una pelota de pelos"
104,"por que"
105,"porque por lo regular los peluches son peludos"
106,"sueltan pelos"
107,"porque esta bien peludo"
108,"por que tiene muchos pelos"
109,"por que tienen pelo en todo el cuerpo"
110,"por que esta llena de pelos"
111,"por que las cabezas parecen pelotas y tienen pelo"
112,"por los pelos que tiene parece que esta esponjado"
113,"tiene pelos"
114,"no se"
115,"por que el hilo puede pare ser una bola de pelos"
116,"porque esta tan gordo que parece una pelota de pelos."
117,"por que es como lo interpreto"
118,"por que es peludo"
119,"pues es solo una cosa"
120,"poeeeeeeeeeeeeeeerahiyfnom"
121,"por que rebota"
122,"es una pelota de oro"
123,"no se"
124,"yes"
125,"es chido"
126,"tiene muchos pelos"
127,"tiene mucho pelo"
128,"es redondo con muchos pelos"
129,"porque estan llenos de pelos y sueltan muchos pelos"
130,"porque con pelota se refiere a una persona o cosa, y el adjetivo que sigue se usa para describir a la pelota, es decir la persona o cosa. en los otros versos menciona a una mama, un hermano, refiriendose a cosas a su alrededor o en su vida, entonces la pelota de pelos es algo con lo que convive constantemente, lo que puede ser una mascota, siendo probablemente el unico ser vivo con muchos pelos a su alrededor"
131,"los gatos tienen mucho pelo"
132,"porque son peludos y cuando se duermes se ve como una bola de pelos"
133,"porque es pequeno y tiene pelo"
134,"porque tiene mucho pelo y luego se hacen como bolitas"
135,"porque se refiera a distintas personas y cosas con lo de pelota."
136,"poruque tiene pelos"
137,"porque tienen muchos pelos algunos"
138,"no se"
139,"porque son gorditos que parecen una pelota"
140,"porque sueltan mucha pelusa"
141,"porque se ven chulos"
142,"porque tiene pelos "
143,"porque tiene muchos pelos y es gordo"
144,"por que es la realidad no hay forma de que sea otra cosa"
145,"porque tiene pelo."
146,"ya que es una persona que cae bien"
147,"porque es una bola, y tiene pelos"
148,"por que un perrito parece una bola de pelos"
149,"por que tienen pelos"
150,"porque tiene demadiado pelo"
151,"por que los perros son muy peludos"
152,"porque es sentido figurado, asi es como habla el poema"
153,"andan de un lado a otro y son peludos"
154,"tiene pelos"
155,"asi son las metaforas"
156,"porque tiene pelos"
157,"por que tiene pelos"
158,"porque algunos gatos son peludos"
159,"porque puede ser un animal con pelos"
160,"por que un mechon de pelo es una pelota de pelos."
161,"porque tiene pelos"
162,"se refiere a un ser peludo"
163,"pues tienen pelos"
164,"por que tienen pelos"
165,"por que tienen pelos"
166,"por que tiene mucho pelo"
167,"por que entre mugre y pelos pues se hace eso :v"
168,"porque tiene pelo"
169,"porque tiene muchos pelos"
170,"por que el perro tiene muchos pelos."
171,"porque puede que sea un perro o gato con pelos"
172,"porque la bola de pelos del gato es redonda como una pelota"
173,"por que los perros tienen pelos"
174,"pq esta llena de pelos"
175,"por que al referirse a la familia, por lo que una pelota de pelos seria un animal"
176,"por que hay mucho pelo en un lugar"
177,"porque es un gato obeso"
178,"porque los cocos tienen pelos"
179,"porque puede estar gordo"
180,"tienen mucho pelaje"
181,"si"
182,"tienen pelos"
183,"porque tiene pelos"
184,"tiene mucha pelo mis pies"
185,"por que tienen mucho pelo"
186,"porque tiene pelo"
187,"porque si lees la oracion completa con la palabra que quieres puede haber infinitas respuestas"
188,"porque es una bola echa de pelos"
189,"porque ahi crecen pelos"
190,"por que tiene pelos"
191,"porque tiene muchos pelos"
192,"porque esta lleno de pelos."
193,"la cabeza esta llena de pelos y los nudos de la cabeza son echos por pelos pero son como pelotas."
194,"por que es"
195,"porque tiene pelo"
196,"porque es peludo"
197,"porque son peludas"
198,"porque tengo cabello y es redonda"
199,"porque tienen pelo. son peludos"
200,"pues por que son puros pelos"
201,"tiene pelos"
202,"porque tiene pelos"
203,"porque igual y a pelos se refiere a muchas cosas, yo creo que es lo mas probable."
204,"porque tiene forma y pelos"
205,"porque es como bola de pelos"
206,"porque una pelota de pelos es mucho desastre acumulado."
207,"porque hasta la fecha cuento con cabello (hablando en sentido literal)"
208,"porque los animales estan repletos de pelo"
209,"tiene muchas pelos"
210,"porque es redonda y tiene pelo"
211,"puedes decir que eres una pelota de pelos por que estas todo enredado"
212,"por que tiene pelos"
213,"porque duermen asi"
214,"porque cuando vomitan producen una"
215,"es una expression"
216,"el gato tambien tiene pelos"
217,"tiene pelos"
218,"pues la misma palabra te lo dice depende de como lo tomes o lo veas"
219,"por que tienen muchos pelos"
220,"por el gato tiene mucho pelo y lo deja en muchas partes"
221,"por que los gatos tienen muchos pelos"
222,"porque en una parte de su cuerpo que tiene en forma de pelota y esponjosa"
223,"el perro por que tiene mucho pelo; un jardin por que esta lleno de pasto y es lo que lo cubre, por lo tanto, seria como su ""pelaje""."
224,"por que puede ser un cuyo y es una bola de pelos"
225,"por que son muy peludos"
226,"porque tiene pelo"
227,"invalida x sistema"
228,"por que esta muy peludo"
229,"por que tiene mucho pelos"
230,"por que dice que es una pelita de pelos y hay un animal que tiene muchos pelos."
231,"es buena onda"
232,"asi se le pueden decir para que no se escuche mal"
233,"por que es redonda"
234,"tiene cadello"
235,"por que son bolitas llenas de peluche o pelo"
236,"por que son peludos."
237,"por que estan hechas de hilo-algodon"
238,"por que luego se le suelta mucho pelo y saca bolas de su pelaje"
239,"porque esta lleno de pelos"
240,"por q son peludos"
241,"por que el animal tiene pelaje"
242,"por que tiene muchos pelos"
243,"por que son peludos"
244,"por que talves tiene mucho cabello o se le cae mucho ya sea a el o asus mascotas"
245,"aci le dicimos"
246,"por que los gatos son muy peludos y despiden mucho pelo"
247,"nose seme ocurrio"
248,"por que es unico redondo con pelos"
249,"tiene muchos pelos"
250,"por que ellos estan llenos de pelos"
251,"porque tienen pelo y a algunos perros callejeros asi los nombran"
252,"por la descripcion"
253,"por que tiene pelos"
254,"y que es la principal pelota"
255,"por que los animales tienen mucho pelo"
256,"por q es desepera"
257,"nose"
258,"no se"
259,"porque es una expresion de algo chido"
260,"xk es de oro"
261,"pues por q tiene pelos alv"
262,"tiene pelos y esta gordito"
263,"por que esta abiando de una pelota de cabello"
264,"por que tiene pelos"
265,"por que algunos son muy peludos"
266,"porque grita"
267,"porque esta gordo y tiene pelos y aun que no tengo gatos la mayoria lo son"
268,"porque otras mascotas tienen pelo"
269,"por que suena bonito:'v"
270,"por que cuando uno se peina se queda el cabello y se va haciendo una bola de pelos"
271,"por que son parecidos"
272,"porque hay viven los pajaros"
273,"por que te desestresas con una pelota de pelos"
274,"por que hay muchos pelos"
275,"por que parece que es de pelos"
276,"porque un perro tiene pelos"
277,"por que tiene pelos"
278,"por que son bolas y tiene sentido"
279,"por que tienen mucho pelo"
280,"por que tiene pelos"
281,"tiene mucho pelo"
282,"por es chiquito"
283,"por que esta gordo y tiene muchos pelos"
284,"ya que es gordo y peludo"
285,"por que tiene pelos"
286,"por que tiene pelo"
287,"por q tiene mucho pelo"
288,"por que el carro tiene muchos pelos"
289,"por que es muy cochino"
290,"seria una manera de expresar un gato pero con un tanto de sentido figurado"
291,"por que en mi cabeza tengo cabello"
292,"es una parte que del conejo que es circular y peluda"
293,"por que tanbien es una bola de pelo"
294,"porque hay muchas personas en el planeta con mucho pelo"
295,"porque a alguien quiza podria caersele el pelo"
296,"porque son peludos"
297,"porque tienen mucho pelage"
298,"por que tiene muchos pelos"
299,"porque, las mascotas son peludas"
300,"por que las mascotas normalmente son peludas."
301,"por que la tela son pelos"
302,"porque ese animalito es peludo asi que podria quedar con la frase."
303,"por que pelos se refiere a mucha cabellera y pelota a persona"
304,"qew"
305,"por que tiene pelos :v"
306,"porque puede ser un animal peludo"
307,"por su forma redonda y llena en este caso de cabello"
308,"porque son aquellos que tienen mucho pelo"
309,"porque tiene pelos"
310,"porque el es demasiado fuerte :v"
311,"por que lo dice en sentido figurado"
312,"por que es circular y tiene pelos"
313,"porque tiene pelos en la parte de su estomago"
314,"la mayoria de estambres estan redondos, como lo es la pelota. tambien por que suelta pelos, y en general se me vendria mas a la mente el estambre."
315,"la palabra pelota es la cabeza y pelos es el cabello"
316,"por que algunos animales estan peludos o pequenos como el hamster que es un animal pequeno y se ase volita"
317,"porque esta cubierto de pelos"
318,"mas o menos entiendo eso"
319,"por que estan peludos"
320,"por que tal bien puede tener pelos"
321,"por que parese una cama y es acolchonado"
322,"por que hay unos muy peludos y gorditos"
323,"no se bro disculpa"
324,"nose"
325,"por que esta peludito como cabellos"
326,"tiene mucho pelo"
327,"por que estas cosas tienen pelo"
328,"por que es redonda y tiene pelos"
329,"porque esta peludo"
330,"esta muipeludo"
331,"es duro"
332,"los gatos escupen bolas de pelos"
333,"xq tienen pelos y se enredad y puede ser una pelota de pelos"
334,"por que tiene mucho pello"
335,"por que esta peludo"
336,"porque es peluda"
337,"por que la nesesitavan"
338,"porque el estambre es un hilo que se despela mucho y eso causa que paresca que tiene pelos aparte se enredan los pelos en el estambre"
339,"por que so para jugar con pelos"
340,"no se"
341,"los gatos pueden jugar con bola de estambre"
342,"por que esta lleno de pelos"
343,"por que los perros tienen mucho pelo xdxd"
344,"pues yo digo por que es como la cabeza"
345,"por que es de oro"
346,"porque tiene pelo"
347,"por como esta hecha"
348,"la mayoria tiene muchos pelos"
349,"porque tienen muchos pelos"
350,"porque asi esta la cabeza de mi mama. muy grenuada"
351,"por que no lo he cepillando"
352,"por que aveces se te cae el cabello"
353,"porque lo conforma una multitud de pelos"
354,"porque son peludos"
355,"es redondo y podria parecer que tiene pelos pero no, tiene espinas"
356,"porque tiene pelos."
357,"por que tiene mucho cabello chino"
358,"por los pelos"
359,"porque tiene pelos y su craneo es semi circular como las pelotas."
360,"es un pelota blanca de pelos"
361,"por que pues es un animal muy peludo"
362,"por que es de tela"
363,"por que tengo cabello"
364,"por que el hace fue"
365,"......."
366,"porque ambos tiene muchos pelos"
367,"se enreda mucho"
368,"porque es peludo"
369,"no es posible."
370,"no c bro disculpa :v"
371,"es muy suave"
372,"sus ramas pequenas hacen que paresa cabello"
373,"por que se le puede pegar todo lo que tenga cerca"
374,"no logro entender"
375,"por que sueltan muchos pelos"
376,"por que tiene pelos"
377,"por que esta lleno de pelo en todo su cuerpo"
378,"por que son peludos"
379,"por q es bonito la amistad"
380,"por que se me enreda muy facilmente"
381,"por que es una volita con pelos"
382,"es muy buena onda"
383,"porque siempre se queda ahi el cabello"
384,"por que tiene pelaje"
385,"npse"
386,"porque estan peludos"
387,"porque se hace una bola y es de pelos"
388,"porque tiene mucho pelo y esta redondo"
389,"a eso me suena una pelota de pelos"
390,"porque el craneo esta redondeada por la parte en la que sale el pelo"
391,"aveces se le dice bola de pelos a los animales"
392,"porque se refiere a un animal o mascota."
393,"porque hay animales que parecen una bola de pelos"
394,"porque tienen pelo."
395,"tiene pelo"
396,"porque puede ser que tenga mucho cabello"
397,"porque los cojines generalmente tienen pelo o algo suave y comodo."
398,"tiene mucho cabello"
399,"porque asi es la anatomia humana"
400,"porque si"
401,"es un perro peludo"
402,"porque tienen muchos y cuando se acurrucan parecen pelotas."
403,"los animales tienen pelos"
404,"porque tiene pelos"
405,"por que tiene grasa y con pelo se ven mas como una pelota."
406,"porque los dos son peludos"
407,"porque pueden ser gorditos y peludos"
408,"porque no te estan dando especificaciones, tu puedes inteerpretarlo como quieras"
409,"porque tienen mucho cabello."
410,"porque cuando se te cae cabellos para recogerlos hacemos como una pelota"
411,"..."
412,"por que tiene mucho pelo"
413,"por que tienen mucho pelo"
414,"la pelota de tenis tiene pelos"
415,"son muy peludos"
416,"tienen pelo"
417,"porque son peludos"
418,"por que el perro tiene pelos igual que el gato y la bola de pelos"
419,"porque cuando se les cae el pelo se va acumulando y hace una bola de pelos que tambien podria ser una pelota de pelos"
420,"porque tiene pelo"
421,"porque se hace una pelota con el pelo metaforicamente"
422,"porque estan cubiertos en pelaje"
423,"porque estan muy peludos"
424,"porque normalmente existe una expresion acerca de esto"
425,"porque esta hecha de puro pelo"
426,"porque es un animal que tiene muchos pelos"
427,"porque las mascotas tienen muchos pelos."
428,"por que igual es un animal con mucho pelo"
429,"porque se esponja y se enreda"
430,"la mayoria de los animales son peludos"
431,"porque es esponjado y muy peludo"
432,"porque eta lleno de pelos"
433,"por que dice pelota de pelos"
434,"porque es redondo y tiene pelo"
435,"porque tienen mucho pelo"
436,"porque es divertido tener una pelota de peloss"
437,"porque son muy peludos y cuando son de un tamano pequeno se pueden parecer a eso."
438,"por que la mayoria de los animales domesticos tienden a ser peludos"
439,"porque la caracteristica de ambos es tener pelo"
440,"porque puede ser cualquier animal peludo. o tal vez simplemente su papa tiene mucho cabello."
441,"porque tienen mucho pelo y pues si estan gordos tendran la forma de una pelota"
442,"todo eso esta lleno de pelos"
443,"por que tienen mucho pelo"
444,"es un animal peludo"
445,"porque tengo mucho pelo"
446,"porque se acuestan y se ven como una pelota por todo el pelo que tienen."
447,"porque tienes pelos"
448,"por ue los perros son muy peludos"
449,"porque hay unas especies que tienen pelos para proteger a su mismo."
450,"por que es mucho pelo en tu cabeza"
451,"porque una el pelo no tiene un orden correcto y al estar en una pelota tiene menos orden."
452,"no se"
453,"porque tiene pelos"
454,"porque tiene pelos y es circular como las pelotas."
455,"porque pueden parecer un pelota de pella"
456,"porque es lo que tiene sentido"
457,"por que es redonda y tiene pelo"
458,"porque algunos gatos tienen mucho pelo"
459,"porque se enreda"
460,"porque tambien tienen mucho pelo."
461,"es gordo y peludo"
462,"porque tiene muchos pelos en su cuerpo."
463,"because that person is always hairy because of her clothes."
464,"porque si"
465,"porque los perros son peludos"
466,"asi me suena"
467,"porque"
468,"porque es redonda y tienes pelos."
469,"porque ambos tienen pelo"
470,"porque en el poema, una pelota de pelos podria ser cualquier cosa peluda"
471,"porque tiene mucho pelo y se puede decir de manera exagerada"
