"line","word"
1,"mi pelota"
2,"la esfera"
3,"el circulo"
4,"balon"
5,"panchito"
6,"mi pelota"
7,"la luna"
8,"luna"
9,"soledad"
10,"el frio"
11,"la moneda"
12,"mi cartera"
13,"la moneda"
14,"mama"
15,"mi gata"
16,"la hermana"
17,"la hermana"
18,"es algo platiado"
19,"la silla"
20,"esta"
21,"mi papa"
22,"pelota"
23,"el"
24,"aluminio"
25,"dinero"
26,"la copa dela liga mx"
27,"mi regalo"
28,"el agua"
29,"la casa"
30,"pepita"
31,"la moneda"
32,"balon"
33,"mi mama"
34,"de plata"
35,"playta"
36,"mi mama"
37,"un balin"
38,"el pelotas"
39,"balon"
40,"el dinero"
41,"esperanza"
42,"el"
43,"una perla"
44,"el es"
45,"arete"
46,"el balon"
47,"esfeda"
48,"un frisvi"
49,"no"
50,"la luna"
51,"no dice mentiras"
52,"la mama"
53,"mi perra"
54,"el gato"
55,"sin embargo es una pelota"
56,"crg31"
57,"balon"
58,"la luna"
59,"la luna"
60,"la luna"
61,"la luna"
62,"el frio"
63,"la luna"
64,"la luna"
65,"la moneda"
66,"la moneda"
67,"el juego"
68,"el juego"
69,"el abuelo"
70,"la medalla"
71,"moneda"
72,"la luna"
73,"hermana"
74,"la bola"
75,"papa"
76,"el balon"
77,"pelota"
78,"mi papa"
79,"tumbador"
80,"bola de boliche"
81,"corazon"
82,"la cuchara"
83,"mi mama es una pelota que canta"
84,"la luna"
85,"el anillo"
86,"brillante"
87,"nana"
88,"mi papa"
89,"el balon"
90,"mi hermana"
91,"mi mama"
92,"mi perro"
93,"angel"
94,"un jugete"
95,"la luna"
96,"papa"
97,"la luna"
98,"mientras recorren mis labios sombrios la pronunciacion de poesia,mi mente alma y cuerpo dicen que"
99,"dinero"
100,"pablito"
101,"luna"
102,"la moneda"
103,"abuela"
104,"mi gata"
105,"el"
106,"hermana"
107,"tumbador"
108,"yo mero"
109,"tus hojos"
110,"mi hermano es una pelota de plnta"
111,"moneda"
112,"la moneda"
113,"mi mama"
114,"no se"
115,"moneda"
116,"el banco"
117,"mi amiga"
118,"la bomba"
119,"mayte"
120,"poiitghdft"
121,"mi papa"
122,"mi papa"
123,"mi mama"
124,"el"
125,"mi papa"
126,"la luna"
127,"mi cartera"
128,"la luna"
129,"luna"
130,"la luna"
131,"la luna"
132,"ella"
133,"la luna"
134,"marzo"
135,"la luna"
136,"la bala"
137,"la luna"
138,"la luna"
139,"mi abuela"
140,"aluminio"
141,"la luna"
142,"moneda"
143,"el"
144,"la luna"
145,"mi abuela"
146,"mama"
147,"luna"
148,"la luna"
149,"luna"
150,"anillo"
151,"papa"
152,"no"
153,"ella"
154,"el"
155,"la luna"
156,"un amigo"
157,"una bala"
158,"la luna"
159,"jarra"
160,"y la fortuna"
161,"y de"
162,"ella"
163,"el balon"
164,"la luna"
165,"la luna"
166,"mi otro amigo"
167,"una pelota de plata"
168,"luna"
169,"el"
170,"luna"
171,"la nina"
172,"la canica"
173,"papa"
174,"sin embargo"
175,"la luna"
176,"luna"
177,"collar"
178,"luna"
179,"la luna"
180,"la luna"
181,"ella"
182,"el aluminio"
183,"la luna"
184,"la tierra"
185,"la luna"
186,"muy fuerte"
187,"familia"
188,"la luna"
189,"don"
190,"ninja gris"
191,"la comida"
192,"luna"
193,"pablo"
194,"la luna"
195,"es muy fuerte"
196,"hierro"
197,"papa"
198,"el ninja gris"
199,"luna"
200,"la luna"
201,"no se"
202,"la canica"
203,"mi pelota"
204,"la luna"
205,"canica"
206,"la escuela"
207,"alegria"
208,"iman"
209,"no se"
210,"moneda"
211,"la roca"
212,"la medalla"
213,"hermana"
214,"la bala"
215,"vida"
216,"armadura"
217,"perla"
218,"laura"
219,"el nino"
220,"el dinero"
221,"balon"
222,"la foca"
223,"la luna"
224,"el sol"
225,"la luna"
226,"plato"
227,"invalida x sistema"
228,"la moneda"
229,"la moneda"
230,"el"
231,"padre"
232,"una medalla"
233,"el balon"
234,"elsol"
235,"bolitas de himan"
236,"mi familia"
237,"moneda"
238,"la bola"
239,"mi papa"
240,"la cortina"
241,"mi barco"
242,"la luna"
243,"la luna"
244,"papa"
245,"abuela"
246,"el canario"
247,"nino"
248,"mi papa es una pelota"
249,"yo"
250,"la abuela"
251,"una escultura"
252,"el mundo"
253,"la pelota"
254,"hermano"
255,"la luna"
256,"cabeza"
257,"una moneda"
258,"el poeta"
259,"hermana"
260,"el nino"
261,"naranja"
262,"luna"
263,"la luna"
264,"moneda"
265,"la luna"
266,"la pelota"
267,"la estrella fugaz"
268,"la vida"
269,"mi gato"
270,"la luna"
271,"amigo"
272,"la luna"
273,"moneda"
274,"el"
275,"la medalla"
276,"la luna"
277,"mi abuelito"
278,"un trofeo de futbol"
279,"el jardinero"
280,"una perla"
281,"el sol"
282,"pelota"
283,"dinero"
284,"moneda"
285,"moneda"
286,"la luna"
287,"la bolita de aluminio"
288,"misael"
289,"la luna"
290,"la luna"
291,"plato"
292,"el aro"
293,"gato"
294,"la luna"
295,"mi cama"
296,"mi vida"
297,"la noche"
298,"rebota por que"
299,"luna"
300,"la copa"
301,"la luna"
302,"la luna"
303,"ella"
304,"qwe"
305,"no se"
306,"luna"
307,"dorado"
308,"una bola de crital"
309,"luna"
310,"amigo"
311,"la medalla"
312,"moneda"
313,"abuela"
314,"mi cerebro"
315,"mi trofeo"
316,"la moneda"
317,"moneda"
318,"la moneda"
319,"mi papa"
320,"el nino"
321,"que"
322,"mi medalla"
323,"joyas"
324,"abuela"
325,"papa"
326,"papa"
327,"amor"
328,"la hermana"
329,"yo"
330,"un goya"
331,"la nina"
332,"escultura de plata"
333,"moneda"
334,"tiene un significado importante"
335,"la luna"
336,"el trofeo"
337,"el es ua pelota de plata"
338,"el mundo"
339,"moneda"
340,"la moneda"
341,"moneda"
342,"la luna"
343,"la luna"
344,"que"
345,"la pelota"
346,"senor"
347,"nino"
348,"la luna"
349,"el mundo"
350,"la vida"
351,"mi abuelita"
352,"ella"
353,"mi casa"
354,"la luna"
355,"luna"
356,"la luna"
357,"mi premio"
358,"el dinero"
359,"la moneda"
360,"la moneda"
361,"la canica"
362,"moneda"
363,"un huevo"
364,"mi tio"
365,"la luna"
366,"la luna"
367,"el"
368,"mi papa"
369,"el"
370,"metal"
371,"una medallla"
372,"la luna"
373,"luna"
374,"si"
375,"casi"
376,"la bola"
377,"el balon"
378,"la luna"
379,"como"
380,"el balon"
381,"trofeo"
