"line","word"
1,"que es dura o aguanta"
2,"puede ser una medalla o una esfera color metalico :v"
3,"una joya"
4,"seria muy brillosa la pelota"
5,"da a conocer que que es unm muy fuerte"
6,"que la pelota es de plata"
7,"por que la luna es de un color similar a la plata"
8,"porque es algo de plata"
9,"por que la soledad es un tesoro que se deb de aprovechar y usarse."
10,"por que el frio se puede comparar con la plata en su explendor"
11,"se a de pareser a una moneda"
12,"que hay dinero en mi cartera"
13,"por que la moneda es de plata"
14,"por que tiene valor y te ayuda"
15,"que son selos"
16,"que vale mucho"
17,"que el papa podria ser una pelota muy cara por que esta hecho de plata"
18,"tiene talento como hector cristian"
19,"no se"
20,"es como una medalla o algo similar :v"
21,"mi padre bale mucho por eso lo puse"
22,"cual quier cosa puede ser"
23,"pues es una simple pelota"
24,"es brillante"
25,"dinero"
26,"por que la copa de la liga mx es de plata"
27,"que es una pelota muy cara o con un sentimiento muy grande que es especial"
28,"que es cara la agua que es muy escasa"
29,"que puede llegar a ser la casa"
30,"es una pepita como una bolita"
31,"algo de plata"
32,"que bale la pena"
33,"que vale mucho :3"
34,"una pelota briullante"
35,"es de plata"
36,"mi mama"
37,"por que un balin es como una pelota y es de color plata"
38,"es una pelota cubierta de plata"
39,"yo soy como una pelota de plata en el fut bol"
40,"que la pelota vale mucho"
41,"es algo de mucho valor y tambien bello y pense que lo que mejor queda con eso es la esperanza"
42,"q la pelota es color amarilla"
43,"que es una pelota de plata"
44,"que tiene un temple o una conciensia limpia"
45,"es metafora como si dijera yo ''el rostro de mi novia''"
46,"si eres rico puedes"
47,"que una plata"
48,"una naranga apachurada"
49,"no"
50,"que como la luna es plateada por eso es una pelota de plata"
51,"no dice mentiras"
52,"nowse"
53,"por que vale plata"
54,"una moneda"
55,"explica que una pelota de plata es algo valioso o importante"
56,"1g3f"
57,"bala de canon"
58,"porque la luna es color plateado"
59,"escogi la luna porque es redonda y brilla como la plata"
60,"la luna porque es redonda y se ve como si fuera una pelota de plata"
61,"me base en lo que dice del sol, ademas, la luna brilla"
62,"bueno y se una supocision al poner sol y por logica deveria de ser frio."
63,"por que la luna esta de color gris y es redonda"
64,"porque es color gris tirandole a plateado"
65,"por que es sentido figurado a algo creo que por una moneda"
66,"que su hermano tiene una pelota de plata"
67,"pelota padre"
68,"por que te dise sobre los demas"
69,"que es abuelo"
70,"como algo de valor"
71,"moneda por que en es como una pelota y es redonda y vale y tienes que esforzaste para eso cuando rebotas una pelota tienes que mober las manos entonces para ganar el dinero lo mismo tienes que mover las manos para lograr eso mm es logico verdad me voy lentamente"
72,"que la luna al brillar parece plata"
73,"pues la hermana en el mayor de los casos es la que pide mas cosas y para cosas se necesita dinero"
74,"pues una perla xd"
75,"que tiene dinero"
76,"no se"
77,"pues que es de plata"
78,"que tiene dinero"
79,"la pelota de plata es de plata"
80,"una bola de plata"
81,"por que vale mucho y muchos no lo aprecian"
82,"es algo parecido a una pelota de plata"
83,"por que es una pelota de plata"
84,"por que la luna tiene un color plateado o gris"
85,"el anillo es redondo"
86,"que es de alto valor"
87,"una pelota de un metal precioso"
88,"no seee"
89,"no se"
90,"que tiene un significado para ti"
91,"mi mama es muy baliosa"
92,"es una pelota de plata muy bonita"
93,"una pelota de plata"
94,"una pelota muy pesada"
95,"podria dar una referencia a la luna"
96,"sentido de oro"
97,"pues la luna brilla como plata"
98,"es una relevancia un tanto romantica al expresar que es la un objeto preciado para mi"
99,"una pelota muy costosa"
100,"por que es una pelota de plata y no rebota"
101,"tal vez sea por su color"
102,"por que una moneda tiene forma de circulo y estan hechos de plata"
103,"que esa persona es muy valiosa por eso es la pelota de plata :v"
104,"mis gata es plateada"
105,"bueno puse que el es una pelota de plata porque fue lo mas coherente que se me ocurrio poner"
106,"por que es dura de liviar"
107,"que esta echa de plata"
108,"que soy muy brillante"
109,"tus hojos son una pelota de plata"
110,"las plantas son pelotas"
111,"puede ser una moneda por que existen monedas de plata"
112,"por que es algo de plata como una moneda"
113,"que es muy valiosa"
114,"por q si brother "
115,"por que la moneda esta echa de plata y tiene una forma redonda"
116,"porque es un mundo de dienro"
117,"esa persona mencionada es muy valiosa"
118,"es que es lo unco que se me vino a la mente la verdad es algo raro esto pero bueno adios..... :3"
119,"una cosa grande y apreciada"
120,"opjfyunerton"
121,"vale mucho por que es de plta"
122,"mi papa por que es de plata"
123,"sa bra"
124,"nou"
125,"da dinero o es de la suerte"
126,"la luna es una pelota de plata (porque brilla)"
127,"muchas monedas"
128,"es redonda y plateada"
129,"porque la luna tiene un tono plateado y es lo contrario al sol"
