"","word","ninos","author","proportion"
"1","abuelo",0.013953488372093,"ninas",0.0377358490566038
"2","aceite",0.00465116279069767,"ninas",NA
"3","agua",0.00465116279069767,"ninas",NA
"4","aire",0.00465116279069767,"ninas",NA
"5","amanecer",0.00465116279069767,"ninas",0.00471698113207547
"6","amigo",0.00465116279069767,"ninas",NA
"7","amor",NA,"ninas",0.0235849056603774
"8","arma",0.00930232558139535,"ninas",NA
"9","asador",NA,"ninas",0.00471698113207547
"10","asnigo",NA,"ninas",0.00471698113207547
"11","balon",0.0651162790697674,"ninas",0.0566037735849057
"12","bascet",NA,"ninas",0.00471698113207547
"13","bola",0.00465116279069767,"ninas",NA
"14","bombero",0.00465116279069767,"ninas",0.00471698113207547
"15","bota",NA,"ninas",0.00471698113207547
"16","brujo",NA,"ninas",0.00471698113207547
"17","calor",0.00465116279069767,"ninas",0.00471698113207547
"18","carbon",NA,"ninas",0.00943396226415094
"19","carro",0.00465116279069767,"ninas",NA
"20","casi",0.00465116279069767,"ninas",NA
"21","cerillo",0.00930232558139535,"ninas",0.00471698113207547
"22","chile",NA,"ninas",0.00471698113207547
"23","circulo",0.00930232558139535,"ninas",0.00471698113207547
"24","coche",NA,"ninas",0.00471698113207547
"25","cocinero",0.00465116279069767,"ninas",NA
"26","coco",NA,"ninas",0.00471698113207547
"27","como",NA,"ninas",0.00471698113207547
"28","corazon",0.00465116279069767,"ninas",NA
"29","cualquiera",0.00465116279069767,"ninas",NA
"30","cuando se enoja",NA,"ninas",0.00471698113207547
"31","cuando se enojan",NA,"ninas",0.00471698113207547
"32","de el",NA,"ninas",0.00471698113207547
"33","diablo",0.00465116279069767,"ninas",NA
"34","(dormido)",0.00465116279069767,"ninas",NA
"35","dragon",0.00465116279069767,"ninas",0.00471698113207547
"36","(el ) o ella",0.00465116279069767,"ninas",NA
"37","el que madruga",0.00465116279069767,"ninas",NA
"38","encendedor",0.00930232558139535,"ninas",0.00943396226415094
"39","enemigo",0.00465116279069767,"ninas",NA
"40","enojo",0.00465116279069767,"ninas",0.0141509433962264
"41","enojon",NA,"ninas",0.00471698113207547
"42","es una pelota",NA,"ninas",0.00471698113207547
"43","fenomeno",0.00930232558139535,"ninas",NA
"44","fireball",0.00465116279069767,"ninas",NA
"45","foco",NA,"ninas",0.00471698113207547
"46","fogata",0.00465116279069767,"ninas",NA
"47","fudon",0.00465116279069767,"ninas",NA
"48","fuego",0.0325581395348837,"ninas",0.00471698113207547
"49","gas",0.00465116279069767,"ninas",0.00471698113207547
"50","gato",0.00930232558139535,"ninas",NA
"51","globo",NA,"ninas",0.00471698113207547
"52","hermanito",NA,"ninas",0.00943396226415094
"53","hermano",0.00465116279069767,"ninas",0.00471698113207547
"54","hombre",0.027906976744186,"ninas",0.00471698113207547
"55","horno",NA,"ninas",0.00943396226415094
"56","jacinto",NA,"ninas",0.00471698113207547
"57","jaguar",NA,"ninas",0.00471698113207547
"58","jardin",NA,"ninas",0.00471698113207547
"59","juan",0.00465116279069767,"ninas",NA
"60","juega",0.00465116279069767,"ninas",NA
"61","juego",NA,"ninas",0.00471698113207547
"62","jugador",0.00465116279069767,"ninas",NA
"63","juguete",NA,"ninas",0.00471698113207547
"64","la pelota",0.00465116279069767,"ninas",NA
"65","loco",0.00465116279069767,"ninas",NA
"66","mango",0.00465116279069767,"ninas",NA
"67","meteorito",0.00930232558139535,"ninas",0.00943396226415094
"68","meteoro",0.00930232558139535,"ninas",NA
"69","meteoro ",0.00465116279069767,"ninas",NA
"70","metiorito",NA,"ninas",0.00471698113207547
"71","mr. senor",0.00465116279069767,"ninas",NA
"72","muy chida",NA,"ninas",0.00471698113207547
"73","naranja",NA,"ninas",0.00471698113207547
"74","nino",0.027906976744186,"ninas",0.0518867924528302
"75","no",0.00465116279069767,"ninas",0.00943396226415094
"76","no contesto",0.0186046511627907,"ninas",0.0283018867924528
"77","no entiendo",0.00465116279069767,"ninas",0.00471698113207547
"78","no entiendo nada",0.00465116279069767,"ninas",NA
"79","no la conozco",0.00465116279069767,"ninas",NA
"80","no respondio",0.013953488372093,"ninas",NA
"81","no se",NA,"ninas",0.00471698113207547
"82","odio",0.00465116279069767,"ninas",NA
"83","oido",NA,"ninas",0.00471698113207547
"84","oso",NA,"ninas",0.00471698113207547
"85","padre",0.00930232558139535,"ninas",NA
"86","papa",0.0186046511627907,"ninas",0.0330188679245283
"87","papel ",0.00465116279069767,"ninas",NA
"88","pelo",0.00465116279069767,"ninas",NA
"89","pelota",0.00465116279069767,"ninas",0.0141509433962264
"90","pelota de fuego",NA,"ninas",0.00471698113207547
"91","pelotas",0.013953488372093,"ninas",0.00943396226415094
"92","perro",0.00930232558139535,"ninas",0.0141509433962264
"93","plata",0.00465116279069767,"ninas",NA
"94","porque",NA,"ninas",0.00471698113207547
"95","primo",0.00465116279069767,"ninas",NA
"96","que cosa",0.00465116279069767,"ninas",NA
"97","quemador",0.00465116279069767,"ninas",NA
"98","rafles",0.00465116279069767,"ninas",NA
"99","rebota",0.00465116279069767,"ninas",NA
"100","rojo",NA,"ninas",0.00471698113207547
"101","rueda",0.00465116279069767,"ninas",NA
"102","senor",0.0186046511627907,"ninas",0.0283018867924528
"103","si",0.00465116279069767,"ninas",0.00471698113207547
"104","sin respuesta",0.00465116279069767,"ninas",NA
"105","sofa",0.00465116279069767,"ninas",NA
"106","sol",0.358139534883721,"ninas",0.344339622641509
"107","son tantas",0.00465116279069767,"ninas",NA
"108","tiempo",NA,"ninas",0.00471698113207547
"109","tiene",0.00465116279069767,"ninas",NA
"110","tiene esa",0.00465116279069767,"ninas",NA
"111","tiene unas",NA,"ninas",0.00471698113207547
"112","tio",0.00930232558139535,"ninas",0.00471698113207547
"113","una fruga",NA,"ninas",0.00471698113207547
"114","vapor",NA,"ninas",0.00471698113207547
"115","vecino",0.013953488372093,"ninas",0.0330188679245283
"116","vecino de pelo rojo",0.00465116279069767,"ninas",NA
"117","vestido",NA,"ninas",0.00471698113207547
"118","viento",0.00465116279069767,"ninas",NA
"119","volcan",0.013953488372093,"ninas",0.0188679245283019
"120","yeimi",NA,"ninas",0.00471698113207547
"121",NA,NA,"ninas",0.00471698113207547
