"","word","n"
"1","no se",8
"2","que es una pelota de plata",3
"3","el mar es una pelota de plata",2
"4","la luna",2
"5","no contesto",2
"6","que es muy valioso",2
"7","una moneda",2
"8","****",1
"9","algo duro",1
"10","algo que aprecio mucho",1
"11","balones porque es lo que mas me gusta",1
"12","bueno la luna esta brillante como la plata",1
"13","cartera o dinero",1
"14","como las estrella brillan y la plata refleja la luz como una estrella",1
"15","como si brilla",1
"16","como si fuera muy especial para el",1
"17","creo que es una bala de iman",1
"18","cuando algo es bonito",1
"19","(dormido)",1
"20","el cabello puede ser color plata",1
"21","el dinero",1
"22","el es blanco",1
"23","el estomago, porque es un poquito duro",1
"24","ella porque seria alguien bonito",1
"25","el minero saca la plata por eso",1
"26","es algo valioso para el",1
"27","es alguien una persona que quieras como tu mama o un amigo",1
"28","es como el ejemplo para su hijo y es casi de oro porque trabaja",1
"29","es como una bola de plata",1
"30","es dinero se puede decir plata y dinero",1
"31","es dura",1
"32","ese una persona de plata",1
"33","es igual a la luna de redonda",1
"34","es la luna porque es plateada.",1
"35","es la pelota de plata",1
"36","es la unica forma que se me vino a la mente",1
"37","es nino que vale mucho",1
"38","es paja y la puedes hacer bola y puedes jugar con ella a patearla",1
"39","es que la luna es blanca y lo primero que se me vino a a mente de la plata fue la luna",1
"40","esta como hecha de plata y de nada mas",1
"41","esta hecha de plata",1
"42","es una abuela",1
"43","es una moneda es de plata pelota de plata",1
"44","es una pelota de estado bueno",1
"45","es una pelota de plata",1
"46","es una pelota muy divertida",1
"47","es una pelota secreta, porque que se?",1
"48","es una persona rara",1
"49","fue el dinero porque la plata es dinero",1
"50","hay monedas de plata ?no?",1
"51","la luna brilla",1
"52","la luna cuando es de noche es una pelota de plata",1
"53","la luna es porque no hay pelotas de plata",1
"54","la luna es redonda y de color plata",1
"55","la luna es una pelota de plata porque el color es similar al plateado",1
"56","la luna es una pelota pintada de plata",1
"57","la luna porque es de color plata en la noche y dia",1
"58","la luna porque es una esfera y es gris como la plata",1
"59","la pelota de plata es la luna porque es de plata el color de la luna",1
"60","la pelota es dura y brillante",1
"61","la pelota es muy bonita",1
"62","las ninas porque son ordenadas",1
"63","las plantas",1
"64","lenguaje literal",1
"65","le puse luna porque tiene casi el mismo color",1
"66","le puse pez porque hay unos que parecen plata",1
"67","luna porque es de color plateado.",1
"68","mama es una pelota de plata",1
"69","mi alma es de un guerrero",1
"70","mi goma es una pelota de plata",1
"71","mi mama es muy valiosa",1
"72","mi mama vale mucho como si fuera plata",1
"73","mi papa es de plata",1
"74","mi papa porque es muy bueno conmigo",1
"75","moneda",1
"76","moneda redonda de plata",1
"77","muchos, pero",1
"78","muy valioso",1
"79","no entendi la frase pero creo que es tener dinero",1
"80","no es una pelota normal de telas de aire",1
"81","no le entiendo",1
"82","no respondio",1
"83","no se me ocurre ninguna",1
"84","no se puede porque una pelota de plata no existe.",1
"85","no tiene sentido",1
"86","nunca se rinde",1
"87","parece una pelota de plata",1
"88","pelota brillante",1
"89","pelota de boliche",1
"90","pelota de color plata o una pelota especial",1
"91","pelota de plata es la luna porque el sol es una pelota de fuego",1
"92","pelota dura o inmovil",1
"93","pelota que vale mucho",1
"94","perro",1
"95","persona muy importante",1
"96","podria ser algo querido, como algo de la suerte",1
"97","porque...",1
"98","porque algunas de las canicas estan hechas de metal y parecen plata",1
"99","porque cuando alguien sonrie su sonrisa brilla tanto y por eso le puse eso.",1
"100","porque de las minas se extraen minerales como la plata",1
"101","porque el gris de la luna parece de plata",1
"102","porque es brillante en la oscuridad",1
"103","porque es de las unicas que que pueden ser de plata",1
"104","porque es una pelota bonita y de plata",1
"105","porque es una pelota voliche",1
"106","porque la luna es blanca, plateada y brillante*",1
"107","porque la luna es una pelota y tiene un color un poco plateado",1
"108","porque la luna se ve como metal",1
"109","porque la moneda es redonda y es de plata",1
"110","porque la plata se parece a la luna",1
"111","porque las canicas a veces son de plata",1
"112","porque las pelotas no son de plata",1
"113","porque mi papa es muy bueno y paciente conmigo asi que para mi, el esta hecho de plata",1
"114","porque vale dinero",1
"115","pudiera ser dinero porque el dinero esta hecho de plata",1
"116","puede haber una pelota de beisbol hecha de plata",1
"117","puede ser mi cabeza y puede ser un planeta",1
"118","puede ser un iman",1
"119","pues es una dadega",1
"120","pues fierro",1
"121","puse el dinero porque la plata cuesta dinero",1
"122","puse ""la luna"" porque parece que esta hecha de plata",1
"123","puse primero al sol y lo segundo puse luna porque es lo contrario y parece de ? plata",1
"124","que algo redondo puede ser de plata como accesorios",1
"125","que brilla",1
"126","que el de la tienda es muy buena persona",1
"127","que el oro es como la plata solo tiene mas valor y diferente color",1
"128","que es bonita :)",1
"129","que es demasiada plata",1
"130","que es duro como la plata",1
"131","que es muy brillante",1
"132","que es muy brillante la pelota",1
"133","que es muy valorada",1
"134","que esta hecha de plata",1
"135","que esta hecha de plata y es pesada",1
"136","que es una estrella de ""plata""",1
"137","que es una florecilla antes de nacer",1
"138","que es una moneda de plata",1
"139","que es una pelota de plata.",1
"140","que es una pelota pero esa pelota es de plata",1
"141","que es una perla que encuentras en el mar",1
"142","que es una persona fuerte",1
"143","que es un arete circular",1
"144","que es valiosa",1
"145","que es valioso o que es fuerte",1
"146","que la pelota es bonita y dura",1
"147","que la pelota es dura",1
"148","que la pelota es muy cara y pesada",1
"149","que la pelota no seria la luna",1
"150","que la pelota puede ser dura",1
"151","que la pelota vale mucho",1
"152","que los medallones pueden ser de muchas formas",1
"153","que mi hermanito planta flores",1
"154","que mi papa es muy fuerte y parece de plata",1
"155","que mi papa es una pelota de plata porque vale mucho mas que la plata",1
"156","que se parece a la luna",1
"157","que se porta muy bien",1
"158","que seria muy valiosos con un ejemplo que puse, la luna seria la frase",1
"159","que te da dinero por eso puse cartera",1
"160","que tiene mucho dinero",1
"161","que vale mucho",1
"162","que vale oro",1
"163","se hizo una acumulacion de plata",1
"164","se refiere a la luna",1
"165","seria un trofeo",1
"166","si",1
"167","significa algo muy bonito que no se puede romper",1
"168","sin respuesta",1
"169","son o pueden ser aretes de plata porque tienen forma de pelota",1
"170","una alcancia porque tiene dinero adentro que tambien se llama plata, money, feria",1
"171","una canica de fierro",1
"172","una canica de plata",1
