"line","word"
1,"una pelota y otra pelota porque es la pelota con doble pelota"
2,NA
3,"su perro, porque tiene pelos"
4,"un gato, porque tiene pelos"
5,"que se le sueltan los pelos"
6,"una pelota de gatos"
7,"un perro, porque tiene pelos"
8,"un leon, porque tiene mucho pelo"
9,"algo extrano."
10,"un maniqui con una peluca"
11,"porque la pelota es de pelos."
12,"otro gato."
13,"tennis porque es un tipo de pelota que tiene pelitos"
14,"una cosa tiene pelo"
15,"que se puede peinar"
16,"el trapeador, porque tiene pelos"
17,"mi gato"
18,"que la pelota tiene pelos"
19,"mi cabeza, porque tengo mucho cabello"
20,"porque no"
21,"que es muy peludo"
22,"perro, porque tienen pelos"
23,"mi cabeza "
24,"tal vez su amigo es muy importante"
25,"cabeza, es redonda y con cabello"
26,"perro, es un animal peludo"
27,"trapeador"
28,"gato"
29,"cabeza, tiene mucho cabello"
30,"gato porque son peluditos"
31,"no se"
32,"alguien bueno"
33,"un perro con pelos porque tiene mucho pelo"
34,"un perro con pelos"
35,"porque una pelota de pelos la puede tener todos"
36,"gato porque es peludo"
37,"una persona porque suena como una persona"
38,"conejo porque es peludo y lindo"
39,"no se"
40,"mi cabeza es una pelota de pelos porque es, asi :)"
41,"gato porque es peludo *"
42,"no se"
43,"un perro porque tiene mucho pelo"
44,"una pelota que se le pegaron pelos del piso *"
45,"gato porque son peludos"
46,"oso de peluche porque tiene mucho pelo"
47,"una mascota"
48,"un kiwi porque los kiwis son un poco redondos y tienen pelito por afuera"
49,"un coco porque es redondo y tiene pelos"
50,"un pajaro"
51,"una cabeza"
52,"su papa porque los hombres tienen pelos en las piernas y el pecho"
53,"una cabeza porque tiene pelos"
54,"mi cabello porque esta hecho de pelos"
55,"gato porque es peludo*"
56,"pasto porque le sale mucho pasto y parece"
57,"mi hermanita porque se enoja mucho"
58,"un perro esta cubierto de pelos"
59,"el cabello"
60,"una pelota que tiene pelitos porque tiene pelitos por todas partes"
61,"un gato, porque tiene pelos*"
62,"perro, porque tienen mucho pelo*"
63,"leon, porque tienen mucho pelo*"
64,"pelota con hilos"
65,"gato, es peludo"
66,"papa, tiene pelo en brazos y barba"
67,"mi hermano porque tiene el pelo largo"
68,"oso, es peludo"
69,"peluche, porque es peludo"
70,"papa, porque se peina para arriba"
71,"animales, son peludos"
72,"mi abuelita, es muy activa"
73,"mi hermana, siempre se enoja"
74,"cabeza"
75,"no se"
76,"gatos sueltan pelos"
77,"gato, es peludo"
78,"papa, tiene pelo en brazos y barba"
79,"cabeza de un perro"
80,"un lobo porque tiene pelos"
81,"los gatos o perros tienen pelos"
82,"gato perro leon"
83,"gato porque es peludo"
84,"cabello tiene pelos"
85,"coco tiene pelos"
86,"la parte de arriba de un arbol"
87,"coco tiene pelos"
88,"cabello en tu cabeza"
89,"nada"
90,"juntando muchos pelos y hacerlos bolas"
91,"no se me ocurre nada"
92,"una pelota pinpojos"
93,"pulsera puede ser algo de pelos"
94,"alguien que es bueno"
95,"porque no tiene pelos"
96,"cuando se llenan de pelos"
97,"una pelota de pelos porque se parecen"
98,"estrella brilla"
99,"mi corazon"
100,"mi primo porque puede ser tambien su primo"
101,"perro porque tiene pelos*"
102,"perro porque tiene mucho pelo*"
103,"gato porque tiene muchos pelos"
104,"los gatos hacen pelotas de pelos cuando se lamben"
105,"la mascota"
106,"perro porque esta cubierto de pelos"
107,"la cabeza porque tiene cabellos"
108,"los gatos porque tienen mucho pelo"
109,"por ejemplo mi perro es una pelota de pelos"
110,"el pelo porque se cae y podria hacer una pelota de pelos"
111,"que tiene muchos pelos"
112,"una bola de pelos porque es como una bola de pelos de tu gato o cuando se te cae el cabello y formas una bolita con el"
113,"pasto, porque tiene mucha hierba que parece pelo"
114,"la cabeza porque tiene mucho cabello"
115,"una persona y animal. porque seria divertido"
116,"gato porque es peludo*"
117,"gato porque es peludo*"
118,"perro porque es peludo*"
119,"mono, porque es peludo*"
120,"perro porque tiene mucho pelo"
121,"gato porque es de pelos"
122,"no se"
123,"gato porque tiene pelos*"
124,"la bola de estambre porque tiene muchos pelos"
125,"mi papa, porque a veces esta peludo"
126,"gato porque esta cubierto de pelos"
127,"un perro, porque rima con la otra palabra"
128,"que esta bonita y es una de sus preferidas"
129,"podria ser una esponja"
130,"tiene muchos pelos"
131,"el cabello porque como tenemos mucho cabello, parece una bola de pelos."
132,"mi mama o mi hermano"
133,"un gato"
134,"mi cabeza tiene mucho pelo"
135,"gato"
136,"perro porque tiene pelos*"
137,"papa, porque cuando se enoja se le paran los pelos"
138,"perro porque los perros tienen pelo en la cabeza"
139,"gato, perro, cabello, por su pelo*"
140,"su mascota porque se esponja"
141,"un enrredadero de cabello porque se enreda cada vez mas"
142,"yo creo que puede ser mi cabello porque es mucho"
143,"perro porque tiene pelos*"
144,"la cabeza esta llena de muchos pelos"
145,"cuando te cepillas mucho el cabello, se te quedan pelotas"
146,"es una pelota de pelusa porque tiene mucho pelo"
147,"puede ser que haya muchas cosas con pelo o la pelota"
148,"porque tiene mucho pelo, es una pelusa o perrito en cachorro"
149,"un perro o la barba de mi papa"
150,"un animal grande redondo pelos"
151,"no contesto"
152,"es una almohada"
153,"algo peludo, porque tiene mucho pelo"
154,"arbol porque tiene muchas hojas y es redondo"
155,"mi perro, esta lleno de pelos"
156,"perro porque esta lleno de pelos"
157,"tu cabeza"
158,"perro porque se hacen bolita y tienen pelo"
159,"gatos tienen mucho pelo"
160,"el gato porque a los gatos les gustan  las bolas de estambre"
161,"perro porque esta muy peludo"
162,"los gatos"
