"","word","n"
"1","perro",63
"2","cabeza",26
"3","papa",22
"4","gato",16
"5","cabello",8
"6","mama",8
"7","hermana",5
"8","mascota",5
"9","pelota",5
"10","pelota de pelos",5
"11","coco",4
"12","hermano",4
"13","hermanito",3
"14","perrita",3
"15","abuela",2
"16","cepillo",2
"17","mi perro",2
"18","pelo",2
"19","amigo",1
"20","balon",1
"21","bonita",1
"22","conejo",1
"23","corazon",1
"24","cuyo",1
"25","gatito",1
"26","karen",1
"27","la pelota",1
"28","madrina",1
"29","maestra",1
"30","mi cabeza",1
"31","mi hermano",1
"32","mi mama",1
"33","mi primo",1
"34","mundo",1
"35","muneca",1
"36","muy feo",1
"37","no se",1
"38","pelota pelos",1
"39","pelotas",1
"40","pelusa",1
"41","primo",1
"42","sacate",1
"43","tia",1
"44","tio",1
"45",NA,1
