"","word","n"
"1","no se",8
"2","muy valioso",3
"3","no contesto",3
"4","es como una amiga que vale oro",2
"5","es una pelota de plata",2
"6","la luna",2
"7","luna es de ese color",2
"8","luna porque es redonda y es de plata",2
"9","luna, porque es redonda y tiene color de plata",2
"10","moneda circular y plateada",2
"11","sin respuesta.",2
"12","una moneda o joyas porque son de plata",2
"13","una pelota de plata",2
"14","algo fresco",1
"15","algo muy bonito",1
"16","algo que sea muy brillante",1
"17","algo que te dan ganas de decirlo",1
"18","algo redondo de plata",1
"19","alguien que es muy valioso para ti",1
"20","a lo mejor tiene un trofeo",1
"21","arbol porque el podia hacerse de plata, hojas de plata, tallos de plata",1
"22","bandeja puede ser de plata",1
"23","como alguien muy importante",1
"24","como si fuera algo que tu quisieras o una pelota pintada de plata",1
"25","como una pelota plateada pintada",1
"26","consigue dinero para su familia",1
"27","corazon fuerte",1
"28","de donde puede tener mas de todos",1
"29","donde estan las plantas",1
"30","el globo es una pelota de plata",1
"31","el hierro es como la plata",1
"32","el minero",1
"33","el nino",1
"34","el pinpon tiene una pelota de plata",1
"35","el una persona puede ser el",1
"36","en los anillos a veces hay adentro plata",1
"37","es algo que brilla y parece de plata",1
"38","es blanca una bola que parece pelota es suave",1
"39","es cuando estas feliz",1
"40","es dorado, porque es como un color",1
"41","esfera, es redonda y de plata",1
"42","es fuerte",1
"43","es que no hay pelotas de plata",1
"44","es relacionado con las otras palabras",1
"45","es una pelota color plata,",1
"46","la abuela es una pelota de plata",1
"47","la bala es de plata y por eso la puse",1
"48","la luna es color plata y hermosa",1
"49","la luna es una pelota de plata",1
"50","la luna llena es como una pelota de plata por su color",1
"51","la luna, porque cuando la miras se ve tan brillante y hermosa como la plata",1
"52","la luna porque es redonda y muy hermosa",1
"53","la luna, porque se ve brillante",1
"54","la maceta es la que sostiene a la planta",1
"55","la pelota de plata es muy especial",1
"56","la pelota es brillante como la plata",1
"57","la pelota es muy amarilla como el sol",1
"58","la plata esta redonda",1
"59","la plata puede ser una pelota pero de plata",1
"60","las espadas porque son de plata",1
"61","las nubes de la tierra se parecen a una pelota de plata",1
"62","luna aveces es obscura y plata tambien",1
"63","luna como plata",1
"64","luna es redonda color plata",1
"65","luna parece de plata",1
"66","luna porque es plateada",1
"67","luna porque la luna es redonda y puede ser una pelota y plata porque puede ser blanca o plata",1
"68","mi amiga porque vale mucho",1
"69","miembro muy valioso e importante para la familia",1
"70","mi frase es la bondad ya que la bondad es tan presiada como la plata",1
"71","mi mama porque es muy valiosa",1
"72","mi papa",1
"73","mi pelota de planta es una normal",1
"74","mi pelota tiene una planta",1
"75","mi respuesta en la frase ""pelota de plata"" fue deporte porque me gusta mucho",1
"76","mi respuesta en la frase puede ser que es una pelota valiosa",1
"77","muchas hojas",1
"78","no existe, pero si es poema tendras que apropiarte del tema, la luna es redonda y color entre blanco y plata bajo.",1
"79","no lo se no tengo idea",1
"80","para el su pelota vale mucho como la plata",1
"81","pelota bonita",1
"82","pelota de color plata",1
"83","pelota de plata",1
"84","pelota hermosa",1
"85","pelota para jugar",1
"86","pelota que esta pintada de color plata",1
"87","persona importante",1
"88","porque cuando sentimos dolor no lo podemos soportar como el peso de la pelota de plata",1
"89","porque el corazon puede ser invencible como la plata",1
"90","porque es algo que vale como plata para mi",1
"91","porque es muy fuerte",1
"92","porque es redonda y brillante",1
"93","porque esta hablando de pelotas",1
"94","porque es una bola blanca",1
"95","porque es una bola blanconea",1
"96","porque es una pelota de plata",1
"97","porque la luna es color plateado y es como una plata",1
"98","porque la luna es de ese color*",1
"99","porque la luna es redonda y de color plata o gris, pero se identifica mas como plata.",1
"100","porque la mente vale mucho",1
"101","porque mi sarten esta hecho de plata",1
"102","puede ser algo de plata como la luna que es algo de plata",1
"103","puede ser que la pelota sea de ese color o que sea eso metaforicamente",1
"104","puede ser una pelota plateada",1
"105","pues la plata es algo valioso",1
"106","pues una moneda es redonda como una pelota y es de plata",1
"107","pues yo puse que el metal es plata",1
"108","puse abuela, porque a la mayoria de nuestras abuelas les gustan las plantas",1
"109","puse la luna porque parece una pelota de plata porque es redonda y es color gris con blanco",1
"110","que alguien de tu familia es de plata",1
"111","que brilla mucho",1
"112","que brilla mucho en la familia",1
"113","que compren oro y lo hacen",1
"114","que cualquiera es una pelota de plata",1
"115","que el pasto es una pelota",1
"116","que el se cree como si fuera rico",1
"117","que es algo importante",1
"118","que es como si tu abuela o tu amigo, etc. no se despegara de ti.",1
"119","que es muy duro",1
"120","que es muy especial",1
"121","que es muy reconocido",1
"122","que es una estatua",1
"123","que es una pelota brillante",1
"124","que es una pelota color plateado",1
"125","que es una pelota de plata",1
"126","que es un color resaltante y muy bonito",1
"127","que es un dije de plata",1
"128","que es un objeto o alguna otra cosa de plata",1
"129","que hay muchas pulsera que estan hechas de plata",1
"130","que la hoja es de plata",1
"131","que la luna es de ese color",1
"132","que la luna se ve de plata porque es gris",1
"133","que la mama trabaja duro",1
"134","que la pelota era de plata porque tenia oro",1
"135","que la pelota es de plata y es muy cara",1
"136","que la pelota es gris y tiene brillo",1
"137","que la pelota fue creada por plata",1
"138","que la pelota vale mucho",1
"139","que mi familia vale mucho",1
"140","que pesa",1
"141","que puede ser una pelota de pelos y aparte oro.",1
"142","que se veia algo extraordinario",1
"143","que su hermana se cree mucho que hasta parece plata",1
"144","que tiene algo muy valioso",1
"145","que tiene mucho amor y carino",1
"146","que tiene una pelota de metal de plata",1
"147","que un amigo puede ser pelota de plata.",1
"148","que un trofeo es de plata",1
"149","que vale demasiado como oro",1
"150","que vale mucho como la familia",1
"151","que vale mucho, porque la plata vale mucho",1
"152","se refiere a que es valioso",1
"153","se refiere a una pelota de plata",1
"154","seria la luna porque brilla como la plata",1
"155","si",1
"156","significa que es muy bueno para hacer algo",1
"157","significa que los anillos son de plata",1
"158","significa una moneda porque es redonda",1
"159","su amigo es bueno",1
"160","trofeo o pelota bonita.",1
"161","una luna porque la luna es como una pelota y es de color plata",1
"162","una medalla de plata",1
"163","una medallita de circulo",1
"164","un anillo porque son redondos como pelotas y algunos son de plata",1
"165","una pelota",1
"166","una pelota con brillos",1
"167","una pelota de plata es algo pesado",1
"168","una pelota de plata es la luna",1
"169","una pelota de plata namas rima",1
"170","una pelota gris o que vale algo",1
"171","una pelota muy bella o valiosa",1
"172","una pelota normal",1
"173","una pelota que es de plata",1
"174","una pelota que vale mucho",1
"175","una pelota tiene un dibujo de planta",1
"176","una planta es una pelota",1
"177","un boton de plata",1
"178","un collar puede ser de plata",1
"179","un fruto redondo",1
"180","un pelota muy brillante",1
"181","un trofeo",1
"182","un trofeo es de plata",1
"183","yo creo que es la luna porque la luna es como plateada",1
"184","yo creo que podrian ocupar la frase para decir que esa pelota es especial",1
"185","yo digo explosion",1
"186","yo escribi: ""la brillantina es una pelota de plata""",1
"187","yo le puse luna, porque tiene un color muy bonito como la plata",1
"188","yo me imagino que un balon puede ser de plata o lo fabricaron de plata",1
"189","yo puse la luna porque en las noches se ve tan bonita y plateada",1
"190","yo puse luna porque la luna brilla mucho",1
"191",NA,1
