"line","word"
1,"mi mama"
2,NA
3,"mi perro"
4,"mi perro"
5,"mi primo"
6,"mi hermano"
7,"perro"
8,"papa"
9,"muy feo"
10,"mi cabeza"
11,"hermano"
12,"perro"
13,"la pelota"
14,"coco"
15,"pelota de pelos"
16,"cabeza"
17,"perro"
18,"mama"
19,"gato"
20,"mama"
21,"papa"
22,"hermana"
23,"perro"
24,"amigo"
25,"perro"
26,"perro"
27,"cabeza"
28,"perro"
29,"perro"
30,"perro"
31,"perro"
32,"tia"
33,"mama"
34,"mundo"
35,"hermanito"
36,"cabeza"
37,"papa"
38,"perro"
39,"cabeza"
40,"cepillo"
41,"cabeza"
42,"no se"
43,"gato"
44,"pelota"
45,"perro"
46,"perrita"
47,"hermana"
48,"cabeza"
49,"pelota pelos"
50,"perro"
51,"papa"
52,"papa"
53,"cabeza"
54,"perro"
55,"perro"
56,"cabello"
57,"papa"
58,"perro"
59,"abuela"
60,"papa"
61,"perro"
62,"papa"
63,"perro"
64,"cabeza"
65,"perro"
66,"perro"
67,"hermano"
68,"perro"
69,"perro"
70,"papa"
71,"gato"
72,"tio"
73,"papa"
74,"cabeza"
75,"cabeza"
76,"cabeza"
77,"perro"
78,"papa"
79,"coco"
80,"perro"
81,"cabeza"
82,"coco"
83,"cabeza"
84,"pelota de pelos"
85,"cabeza"
86,"cabeza"
87,"sacate"
88,"pelota de pelos"
89,"hermanito"
90,"papa"
91,"pelusa"
92,"balon"
93,"pelota de pelos"
94,"hermano"
95,"mama"
96,"mama"
97,"hermana"
98,"pelota de pelos"
99,"corazon"
100,"papa"
101,"perro"
102,"papa"
103,"perro"
104,"gato"
105,"cabeza"
106,"perro"
107,"coco"
108,"cabello"
109,"perro"
110,"perro"
111,"karen"
112,"cabello"
113,"cabeza"
114,"perro"
115,"maestra"
116,"gato"
117,"perro"
118,"cabello"
119,"perro"
120,"gato"
121,"gato"
122,"perro"
123,"perro"
124,"perro"
125,"perro"
126,"perro"
127,"perro"
128,"papa"
129,"hermanito"
130,"pelota"
131,"perro"
132,"mama"
133,"cabeza"
134,"cabeza"
135,"gato"
136,"gato"
137,"mama"
138,"cabeza"
139,"gatito"
140,"gato"
141,"pelotas"
142,"cabello"
143,"gato"
144,"mascota"
145,"cepillo"
146,"conejo"
147,"papa"
148,"cuyo"
149,"gato"
150,"muneca"
151,"pelota"
152,"perro"
153,"gato"
154,"pelo"
155,"cabeza"
156,"cabeza"
157,"cabeza"
158,"cabello"
159,"perrita"
160,"gato"
161,"cabeza"
162,"perro"
163,"perro"
164,"hermana"
165,"papa"
166,"perro"
167,"perro"
168,"gato"
169,"perro"
170,"perro"
171,"gato"
172,"perro"
173,"primo"
174,"perro"
175,"perro"
176,"papa"
177,"papa"
178,"perro"
179,"cabeza"
180,"papa"
181,"papa"
182,"perro"
183,"mascota"
184,"perro"
185,"bonita"
186,"hermano"
187,"pelota"
188,"mascota"
189,"perro"
190,"mama"
191,"perro"
192,"perro"
193,"pelota"
194,"perro"
195,"perro"
196,"perro"
197,"cabello"
198,"papa"
199,"cabello"
200,"perro"
201,"madrina"
202,"abuela"
203,"mascota"
204,"perro"
205,"perro"
206,"perro"
207,"pelo"
208,"perro"
209,"perrita"
210,"mascota"
211,"cabeza"
212,"hermana"
