"line","word"
1,"muchos, pero"
2,"es una pelota secreta, porque que sé?"
3,"porque... "
4,"el estomago, porqué es un poquito duro"
5,"qué se porta muy bien"
6,"las plantas "
7,"una moneda porqué es muy brillante"
8,"un balón"
9,"cuándo algo es bonito"
10,"luna porqué es de color plateado."
11,"porque cuando alguien sonrie su sonrisa brilla tanto y por eso le puse eso."
12,"que es una pelota de plata."
13,"la luna"
14,"es paja y la puedes hacer bola y puedes jugar con ella a patearla"
15,"que es muy valioso"
16,"que la pelota no sería la luna"
17,"mamá es una pelota de plata"
18,"que esta hecha de plata y es pesada"
19,"lenguaje literal"
20,"mi papá es de plata"
21,"es la luna porque es plateada."
22,"el mar es una pelota de plata"
23,"mi mamá vale mucho como si fuera plata"
24,"sin respuesta"
25,"el mar es una pelota de plata"
27,"esta como hecha de plata y de nada más"
28,"perro"
29,"una pelota de pelos"
30,"no respondio"
31,"es una moneda es de plata pelota de plata"
32,"pues fierro"
33,"no se"
34,"qué vale oro"
35,"no se"
36,"no se"
37,"la luna porque es de color plata en la noche y día"
38,"como las estrella brillan y la plata refleja la luz como una estrella"
39,"sería un trofeo"
40,"se refiere a la luna"
41,"la pelota es dura y brillante"
42,"porque es una pelota voliche"
43,"que brilla"
44,"es una abuela"
45,"es igual a la luna de redonda"
46,"no contesto"
47,"que se parece a la luna"
48,"creo que es una bala de imán"
49,"una canca de  fierro"
50,"que la pelota puede ser dura"
51,"una pelota de color plateada"
52,"algo que aprecio mucho"
53,"algo duro"
54,"un robot"
55,"no contesto"
56,"la luna porque es una esfera y es gris como la plata"
57,"las niñas porque son ordenadas"
58,"una pelota hecha de plata"
59,"balones porque es lo que mas me gusta"
60,"que mi papá es una pelota de plata porque vale mucho mas que la plata"
61,"porque es de las unicas que  que pueden ser de plata"
62,"que es una pelota de plata"
63,"que es demasiada plata"
64,"una persona que  tiene mucha plata pero como la persona es pelota, se dice pelota de plata"
65,"que es una florecilla antes de nacer"
66,"una pelota de plata"
67,"parece una pelota de plata"
68,"puse primero al sol y lo segundo puse luna porque es lo contrario y parece de  plata"
69,"se hizo una acumulación de plata"
70,"pelota dura o inmovil "
71,"porque de las minas se extraen minerales como la plata"
72,"como si fuera muy especial para él"
73,"es como una bola de plata"
74,"que es bonita :)"
75,"una planta circular"
76,"como si brilla"
77,"puse ""la luna"" porque parece que esta hecha de plata"
78,"podría ser algo querido, como algo de la suerte"
79,"una moneda"
80,"no sé"
81,"no le entiendo"
82,"le puse pez porque hay unos que parecen plata"
83,"un anillo de plata"
84,"una moneda que brilla"
85,"la luna"
86,"porque la moneda es redonda y es de plata"
87,"es la pelota de plata"
88,"que es una pelota pero esa pelota es de plata"
89,"moneda"
90,"la luna es porque no hay pelotas de plata"
91,"son o pueden ser aretes de plata porque tienen forma de pelota"
92,"moneda redonda de plata"
93,"no se"
94,"pelota de boliche"
95,"pelota brillante"
96,"él es blanco"
97,"que la pelota vale mucho"
98,"no se puede porque una pelota de plata no existe."
99,"que está hecha de plata"
100,"una  pelota cuadrada"
101,"puede haber una pelota de beisbol hecha de plata"
102,"(dormido)"
103,"la luna es redonda y de color plata"
104,"puede ser mi cabeza y puede ser un planeta"
105,"una pelota color plata"
106,"una moneda porque es de plata y redonda"
107,"no tiene sentido"
108,"que es muy brillante la pelota"
109,"no se me ocurre ninguna"
110,"que es un arete circular"
111,"no se  "
112,"es una pelota muy divertida"
113,"esta hecha de plata"
114,"que es una pelota de plata"
115,"que el de la tienda es muy buena persona"
116,"el minero saca la plata por eso"
117,"si"
118,"una pelota *** (chapada) en oro"
119,"un oro"
120,"es una pelota de plata"
121,"mi goma es una pelota de plata"
122,"es que la luna es blanca y lo primero que se me vino a a mente de la plata fue la luna"
123,"****"
124,"que mi hermanito planta flores"
125,"que es una estrella de ""plata"""
126,"fue el dinero porque la plata es dinero"
127,"yo le entiendo una medalla"
128,"la pelota es muy bonita"
129,"que es valiosa"
130,"yo digo que es pelota de hierro porque es un poco mas parecida a la plata"
131,"mi mamá es muy valiosa"
132,"es algo valioso para él"
133,"que los medallones pueden ser de muchas formas"
134,"yo digo que sería la luna  "
135,"porque la luna es blanca, plateada y brillante*"
136,"porque vale dinero"
137,"el cabello puede ser color plata"
