"line","word"
1,"si, porque canta"
2,"que su hermano grita mucho"
3,"no s(é)"
4,"que mi hermano habla y llora mucho"
5,"porqué es muy travieso o llora mucho"
6,"sus hemanos gritan mucho"
7,"que su hermano grita mucho"
8,"porqué algunos gritamos cuándo queremos"
9,"es muy irritante y llora mucho"
10,"que su hermano grita mucho"
11,"mi hermano es un gritón*"
12,"mi hermano grita mucho"
13,"no lo sé"
14,"su hermano grita mucho"
15,"que grita mucho y no para de reir"
16,"que su hermano es chillón"
17,"que grita mucho"
18,"que grita mucho"
19,"lenguaje literal"
20,"que mi hermano está gritando"
21,"que es gritón"
22,"mi hermano es una pelota que grita mucho*"
23,"porque cuando no le dan algo se enoja y empieza a gritar"
24,"que su hermano grita mucho*"
25,"mi hermano grita mucho*"
27,"es como cuando grita mucho muy fuerte"
28,"que grita mucho"
29,"no grita porque no es como su hermano"
30,"que se asusta siempre o es muy enojona y grita mucho de furia"
31,"es lloron y es pelota de gritos"
32,"que su hermano grita mucho*"
33,"mi hermano grita mucho*"
34,"que bota"
35,"que su hermano siempre está gritando"
36,"porque grita mucho"
37,"qué es aburrido"
38,"que su hermano siempre o la mayoría de veces grita o llora"
39,"porque su hermanito es pequeño y grita por eso"
40,"cuando un hermanito grita porque quiere algo"
41,"que grita mucho"
42,"si, porque siempre chilla"
43,"que está gritando todo el día"
44,"porque las hermanas por todo se enojan"
45,"su hermano es muy travieso"
46,"que grita mucho"
47,"que su hermano es gritón*"
48,"es muy escandaloso"
49,"llora por ella "
50,"que su hermano grita mucho*"
51,"porque esa pelota está muy poco inflada"
52,"qué grita mucho"
53,"una persona que grita mucho"
54,"que su hermano grita mucho*"
55,"que su hermano grita mucho"
56,"que su hermano grita mucho"
57,"es un niño gritón"
58,"que mi hermanito grita mucho"
59,"que es gritón*"
60,"que su hermano grita mucho*"
61,"que su hermano es muy gritón"
62,"mi hermano siempre grita"
63,"que su hermano grita mucho"
64,"que su hermano grita mucho*"
65,"que mi hermano grita mucho*"
66,"que su hermano grita mucho*"
67,"que su hermano grita mucho"
68,"que es un gordito que grita"
69,"que su hermano grita mucho*"
70,"que mi hermano grita mucho*"
71,"que mi hermano es gritón*"
72,"porque se expresa de manera en la que es como llora mucho"
73,"que es gordo y grita mucho"
74,"que su hermano grita mucho"
75,"que grita mucho"
76,"que a cada rato grita"
77,"que el hermano es una persona gritona"
78,"que mi hermano grita mucho*"
79,"que grita mucho"
80,"que mi hermano grita mucho"
81,"mas o menos le entendí"
82,"que es muy enojon"
83,"que su hermano grita mucho*"
84,"que su hermano grita mucho"
85,"no sé"
86,"que los bebes lloran"
87,"que mi hermano grita"
88,"que su hermano tiene una cabeza redonda y siempre grita"
89,"que grita"
90,"que su hermano grita mucho*"
91,"que su hermano grita mucho*"
92,"mi  hermano bebé chilla y grita mucho"
93,"que mi hermano siempre grita"
94,"que tu hermano cada vez que salta grita"
95,"que grita mucho"
96,"mi hermano grita mucho"
97,"que mi hermanito siempre grita y no suelta la pelota"
98,"que su hermanito grita pelotas pelotas"
99,"que grita mucho"
100,"circular comelona"
101,"su hermano grita"
102,"(dormido)"
103,"que grita demasiado"
104,"mi hermana es una pelota de risa"
105,"no sé"
106,"que ese hermanito llora mucho y grita mucho"
107,"que es muy gritona"
108,"que mi  hermano grita mucho"
109,"que su hermano grita mucho*"
110,"que su hermano es gritón*"
111,"que llora y grita cuando necesita algo"
112,"que es muy divertido y grita mucho"
113,"que es muy gritona"
114,"porque esta gordito y es gritón"
115,"que grita mucho"
116,"que grita mucho"
117,"si "
118,"si que es un bebé y que le meten un ladrillo por  la boca para callarlo"
119,"que grita mucho"
120,"porque grita"
121,"si porque tal vez asi es y les guste decirle asi"
122,"que grita mucho"
123,"no sé"
124,"de que mi pelota es muy gritona commo mi hermano"
125,"que grita mucho"
126,"que mi hermanito grita mucho"
127,"que mi  hermano siempre grita"
128,"que el hermano siempre grita"
129,"que su hermano rueda"
130,"que su hermanito grita mucho"
131,"que es gritón y juega con una pelota"
132,"que es muy juguetón y grita mucho"
133,"que mi hermano grita mucho*"
134,"tu hermanito satltará y saltará y no tiene sentido"
135,"que su hermano no para de gritar"
136,"que cuando juega con la pelota grita"
137,"que su hermano grita mucho"
138,"que grita mucho"
139,"que no puede haber pelotas así"
140,"que grita mucho"
141,"que cuando rebota suena como un grito"
142,"que mi hermanito siempre grita a cada segundo"
143,"una pelota de gritos porque los bebes siempre lloran, gritan, eructan y muchas mas cosas"
144,"que su hermano grita mucho y le gusta saltar"
145,"o sea que chilla mucho"
146,"que su hermano grita bien alto"
147,"que grita mucho"
148,"pues se refiere a que su hermanito es muy gritón o grita mucho"
149,"que su hermano grita o llora todo el día"
150,"que mi hermano grita mucho*"
151,"porque le encanta gritar"
152,"que es muy gritón*"
153,"que su hermano es chillón o gritón"
154,"que su hermano grita mucho"
155,"que su hermano grita mucho*"
156,"que cuando grita es que quiere algo"
157,"mi hermanito grita porque se eleva la pelota"
158,"que su hermano grita mucho"
159,"que su hermanito grita y es redondo"
160,"porque su hermano se la pasa gritando todo el tiempo"
161,"que su hermano grita mucho"
162,"que su hermano grita mucho*"
163,"que su hermano llora mucho"
164,"que su hermano grita mucho"
165,"que llora mucho y molesta"
166,"que su hermano grita muy fuerte diario"
167,"que su hermano grita mucho"
168,"que su hermano grita mucho"
169,"que su hermano grita mucho"
170,"porque seguramente es un bebé y los bebés gritan y lloran*"
171,"que grita mucho"
172,"creo que es mi hermano pero  grita mucho"
173,"que hermanito es un  gritón, chillón, comelón, etc."
174,"que grita mucho"
