"","word","n"
"1","mi hermano grita mucho",37
"2","que su hermano grita mucho",34
"3","que grita mucho",27
"4","que su hermano grita mucho*",21
"5","que su hermano es griton*",17
"6","mi hermano grita mucho*",11
"7","que su hermano es griton",10
"8","que grita mucho*",6
"9","que su hermano grita mucho *",6
"10","que mi hermano grita mucho*",5
"11","que mi hermanito grita mucho",4
"12","que mi hermano grita mucho",4
"13","no sé",3
"14","porque grita mucho",3
"15","que su hermanito grita mucho",3
"16","que es muy gritona",2
"17","que grita",2
"18","que su hermano es gritón*",2
"19","que su hermano grita",2
"20","que su hermano llora mucho *",2
"21","que su hermano siempre está gritando",2
"22","su hermano es griton*",2
"23","su hermano grita mucho",2
"24","su hermano grita mucho*",2
"25","al decir pelota puede que sea que brinca mucho y grita",1
"26","a mi me gusta jugar futbol con la pelota porque suena",1
"27","bueno si es bebé si y  si no también grita y grita",1
"28","chilla mucho cuando no tiene lo que quiere",1
"29","circular comelona",1
"30","creo que es mi hermano pero  grita mucho",1
"31","creo que quiere decir que mi hermano grita mucho pero la parte de la pelota no la entiendo",1
"32","cuando un hermanito grita porque quiere algo",1
"33","de que mi pelota es muy gritona commo mi hermano",1
"34","(dormido)",1
"35","el hermano siempre esta gritando como una pelota que siempre rebota",1
"36","el nino siempre esta gritando",1
"37","es como cuando grita mucho muy fuerte",1
"38","es como si su pelota hace mucho ruido por eso dice, es una pelota de gritos",1
"39","es decir, que grita el hermanitp y la pelota",1
"40","es lloron y es pelota de gritos",1
"41","es muy escandaloso",1
"42","es muy irritante y llora mucho",1
"43","es porque siempre grita",1
"44","es que su hermanito es igual a una pelota que grita mucho",1
"45","es una pelota muy gritos",1
"46","es una presion",1
"47","es un niño gritón",1
"48","fer rovin",1
"49","grita mucho",1
"50","grita siempre me grita",1
"51","la pelota tiene gritos",1
"52","lenguaje literal",1
"53","llora por ella ",1
"54","los ninos pequenos gritan mucho *",1
"55","mas o menos le entendí",1
"56","mi hermana es una pelota de risa",1
"57","mi hermanito es de berrinches",1
"58","mi hermanito es muy griton",1
"59","mi hermanito es un niño que es de lo mejor de lo mejor",1
"60","mi hermanito grita mucho",1
"61","mi hermanito grita porque se eleva la pelota",1
"62","mi hermanito tiene una pelota de gritos",1
"63","mi  hermano bebé chilla y grita mucho",1
"64","mi hermano brinca mucho y llora de a gritos",1
"65","mi hermano es una pelota que grita mucho*",1
"66","mi hermano es un gritón",1
"67","mi hermano es un gritón*",1
"68","mi hermano grita mucho *",1
"69","mi hermano grita mucho o simplemente llora mucho*",1
"70","mi hermano siempre grita",1
"71","mi hermano tiene una pelota de gritos",1
"72","mi  hermano se la pasa gritando",1
"73","no? ? ",1
"74","no entendi",1
"75","no es una pelota de gritos es namas una pelota para jugar.",1
"76","no grita porque no es como su hermano",1
"77","no lo sé",1
"78","no para de gritar, o sea yo ",1
"79","no se",1
"80","no s(é)",1
"81","o sea que chilla mucho",1
"82","porqué algunos gritamos cuándo queremos",1
"83","porque cuando no le dan algo se enoja y empieza a gritar",1
"84","porque cuando quiere algo y no se lo das empieza a llorar y gritar",1
"85","porque esa pelota está muy poco inflada",1
"86","porque es gordito y grita mucho*",1
"87","porque es latoso",1
"88","porque es muy escandalosa",1
"89","porque es muy griton, muy latoso.",1
"90","porqué es muy travieso o llora mucho",1
"91","porque esta gordito y es gritón",1
"92","porque grita",1
"93","porque grita cada rato",1
"94","porque grita muchas veces",1
"95","porque grita mucho, pero te agrega pelota",1
"96","porque grita mucho y la pelota al rebotar suena",1
"97","porque las hermanas por todo se enojan",1
"98","porque le encanta gritar",1
"99","porque llora y grita y hace berrinches",1
"100","porque mi hermanito es gordo de muchos gritos",1
"101","porque mi hermanito es muy latoso",1
"102","porque no le gusta que rebote la pelota",1
"103","porque no para de gritar",1
"104","porque reganan mucho los hemanos",1
"105","porque se expresa de manera en la que es como llora mucho",1
"106","porque seguramente es un bebé y los bebés gritan y lloran*",1
"107","porque su hermanito es pequeño y grita por eso",1
"108","porque su hermano grita mucho o todo el día",1
"109","porque su hermano se la pasa gritando todo el tiempo",1
"110","porque todo tiene que ser una pelota",1
"111","puedes decir que su hermanito es algo gordito y grita mucho",1
"112","pues se refiere a que su hermanito es muy gritón o grita mucho",1
"113","que a cada rato grita",1
"114","que a su hermano le gustan los gritos",1
"115","que bota",1
"116","que como su hermanito grita mucho, tiene una pelota de gritos",1
"117","que cuando grita es que quiere algo",1
"118","que cuando juega con la pelota grita",1
"119","que cuando quiere algo grita o cuando juega grita mucho",1
"120","que cuando rebota suena como un grito",1
"121","que el grita mucho",1
"122","que el hermanito bebé siempre grita",1
"123","que el hermanito grita todo el dia* ",1
"124","que el hermano es ruidoso",1
"125","que el hermano es travieso y grita mucho",1
"126","que el hermano es una persona gritona",1
"127","que el hermano siempre grita",1
"128","qué es aburrido",1
"129","que ese hermanito llora mucho y grita mucho",1
"130","que es gordo y grita mucho",1
"131","que es gritón",1
"132","que es gritón*",1
"133","que es gritona",1
"134","que es gritón y juega con una pelota",1
"135","que es muy divertido y grita mucho",1
"136","que es muy enojon",1
"137","que es muy gritón*",1
"138","que es muy juguetón y grita mucho",1
"139","que esta gordito y grita mucho",1
"140","que está gritando todo el día",1
"141","que es una pelota de gritos",1
"142","que es una persona que no para de gritar",1
"143","que es un gordito que grita",1
"144","que es un gritón",1
"145","que grita demasiado",1
"146","qué grita mucho",1
"147","que grita mucho todo el tiempo, es porque esta feliz",1
"148","que grita mucho y es muy travieso",1
"149","que grita mucho y llora",1
"150","que grita mucho y no para de reir",1
"151","que grita sin parar con una pelota",1
"152","que hace mucho berrinche o emocion",1
"153","que hermanito es un  gritón, chillón, comelón, etc.",1
"154","que llora de todo porque es muy pequeno",1
"155","que llora mucho y molesta",1
"156","que llora, que grita",1
"157","que llora y grita cuando necesita algo",1
"158","que llora y grita mucho",1
"159","que los bebes lloran",1
"160","que los ninos chiquitos hacen mucho berrinche",1
"161","que los niños chicos gritan mucho",1
"162","que ""mi hermana es una persona de gritos""",1
"163","que mi hermanita grita",1
"164","que mi hermanito está triste :(",1
"165","que mi hermanito siempre grita a cada segundo",1
"166","que mi hermanito siempre grita y no suelta la pelota",1
"167","que mi hermanito tiene una pelota de gritos",1
"168","que mi hermano es griton*",1
"169","que mi hermano es gritón*",1
"170","que mi hermano es muy escandaloso",1
"171","que mi hermano está gritando",1
"172","que mi hermano grita",1
"173","que mi  hermano grita mucho",1
"174","que mi hermano habla y llora mucho",1
"175","que mi hermano menor grita todo el tiempo",1
"176","que mi hermano nunca deja de gritar",1
"177","que mi hermano pequeño grita muchísimo*",1
"178","que mi  hermano siempre grita",1
"179","que mi hermano siempre grita",1
"180","que no para de llorar ni quejarse y llorar y a cada rato esta gritando",1
"181","que no puede haber pelotas así",1
"182","que se asusta siempre o es muy enojona y grita mucho de furia",1
"183","que se la pasa gritando",1
"184","que siempre esta gritando",1
"185","que siempre grita",1
"186","que su hermana es una pelota de gritos",1
"187","que su hermana todo el tiempo grita",1
"188","que su hermanito cuando llora, grita",1
"189","que su hermanito es el que grita mas en su casa",1
"190","que su hermanito es muy griton",1
"191","que su hermanito grita demasiado",1
"192","que su hermanito grita pelotas pelotas",1
"193","que su hermanito grita y es redondo",1
"194","que su hermanito tiene guardado muchos gritos",1
"195","que su hermano a cada rato grita",1
"196","que su hermano es chico y todavía no puede razonar y todo lo resuelve a gritos ",1
"197","que su hermano es chillón",1
"198","que su hermano es chillón o gritón",1
"199","que su hermano es gordito como una pelota y que su hermano grita mucho",1
"200","que su hermano es griton ",1
"201","que su hermano es muy enojón",1
"202","que su hermano es muy griton*",1
"203","que su hermano es muy gritón",1
"204","que su hermano esta gordito y grita mucho",1
"205","que su hermano es una pelota y grita para que lo ayuden",1
"206","que su hermano es una pelota y que grita",1
"207","que su hermano grita bien alto",1
"208","que su hermano grita mucho y le gusta saltar",1
"209","que su hermano grita mucho y todo lo que dice tiene que ver con pelotas",1
"210","que su hermano grita muy fuerte diario",1
"211","que su hermano grita o llora mucho*",1
"212","que su hermano grita o llora todo el día",1
"213","que su hermano grita y llora mucho",1
"214","que su hermano llora mucho",1
"215","que su hermano no para de gritar",1
"216","que su hermano rueda",1
"217","que su hermano siempre esta gritando y saltando",1
"218","que su hermano siempre o la mayoría de veces grita o llora",1
"219","que su hermano tiene una cabeza redonda y siempre grita",1
"220","que tiene muchos granos ***",1
"221","que tu hermano cada vez que salta grita",1
"222","que un niño llora y grita cuando no le hacen caso o algo así",1
"223","quiere decir que el hermano grita constantemente",1
"224","quiere decir que su hermanito grita mucho en casa",1
"225","quiere decir que su hermano grita mucho",1
"226","qu su hermano grita mucho*",1
"227","? qu tu hermano grita mucho*",1
"228","si ",1
"229","si, porque canta",1
"230","si, porque siempre chilla",1
"231","si porque tal vez asi es y les guste decirle asi",1
"232","si que es un bebé y que le meten un ladrillo por  la boca para callarlo",1
"233","su hermano es muy travieso",1
"234","su hermano es un nino muy griton",1
"235","su hermano grita",1
"236","su hermano grita mucho *",1
"237","sus hemanos gritan mucho",1
"238","tu hermanito satltará y saltará y no tiene sentido",1
"239","una pelota de gritos porque los bebes siempre lloran, gritan, eructan y muchas mas cosas",1
"240","una persona que grita mucho",1
"241","un hermanito chiquito es un bebe que llora por comida, leche o que le cambien el panal.",1
"242",NA,1
