"","word","n"
"1","no se",12
"2","no contesto",5
"3","la luna",4
"4","muy valioso",4
"5","que es una pelota de plata",4
"6","es una pelota de plata",3
"7","no sé",3
"8","una pelota de plata",3
"9","el mar es una pelota de plata",2
"10","es como una amiga que vale oro",2
"11","luna es de ese color",2
"12","luna porque es redonda y es de plata",2
"13","luna, porque es redonda y tiene color de plata",2
"14","moneda circular y plateada",2
"15","que es muy valioso",2
"16","que la pelota vale mucho",2
"17","si",2
"18","sin respuesta.",2
"19","una moneda",2
"20","una moneda o joyas porque son de plata",2
"21","****",1
"22","algo duro",1
"23","algo fresco",1
"24","algo muy bonito",1
"25","algo que aprecio mucho",1
"26","algo que sea muy brillante",1
"27","algo que te dan ganas de decirlo",1
"28","algo redondo de plata",1
"29","alguien que es muy valioso para ti",1
"30","a lo mejor tiene un trofeo",1
"31","arbol porque el podia hacerse de plata, hojas de plata, tallos de plata",1
"32","balones porque es lo que mas me gusta",1
"33","bandeja puede ser de plata",1
"34","bueno la luna está brillante como la plata",1
"35","cartera o dinero",1
"36","como alguien muy importante",1
"37","como las estrella brillan y la plata refleja la luz como una estrella",1
"38","como si brilla",1
"39","como si fuera algo que tu quisieras o una pelota pintada de plata",1
"40","como si fuera muy especial para él",1
"41","como una pelota plateada pintada",1
"42","consigue dinero para su familia",1
"43","corazon fuerte",1
"44","creo que es una bala de imán",1
"45","cuándo algo es bonito",1
"46","de donde puede tener mas de todos",1
"47","donde estan las plantas",1
"48","(dormido)",1
"49","el cabello puede ser color plata",1
"50","el dinero",1
"51","él es blanco",1
"52","el estomago, porqué es un poquito duro",1
"53","el globo es una pelota de plata",1
"54","el hierro es como la plata",1
"55","ella porque sería alguien bonito",1
"56","el minero",1
"57","el minero saca la plata por eso",1
"58","el nino",1
"59","el pinpon tiene una pelota de plata",1
"60","el una persona puede ser el",1
"61","en los anillos a veces hay adentro plata",1
"62","es algo que brilla y parece de plata",1
"63","es algo valioso para él",1
"64","es alguien  una persona que quieras como tu mamá o un amigo",1
"65","es blanca una bola que parece pelota es suave",1
"66","es como el ejemplo para su hijo y es casi de oro porque trabaja",1
"67","es como una bola de plata",1
"68","es cuando estas feliz",1
"69","es dinero se puede decir plata y dinero",1
"70","es dorado, porque es como un color",1
"71","es dura",1
"72","ese una persona de plata",1
"73","esfera, es redonda y de plata",1
"74","es fuerte",1
"75","es igual a la luna de redonda",1
"76","es la luna porque es plateada.",1
"77","es la pelota de plata",1
"78","es la unica forma que se me vino a la mente ",1
"79","es niño que vale mucho",1
"80","es paja y la puedes hacer bola y puedes jugar con ella a patearla",1
"81","es que la luna es blanca y lo primero que se me vino a a mente de la plata fue la luna",1
"82","es que no hay pelotas de plata",1
"83","es relacionado con las otras palabras",1
"84","esta como hecha de plata y de nada más",1
"85","esta hecha de plata",1
"86","es una abuela",1
"87","es una moneda es de plata pelota de plata",1
"88","es una pelota color plata,",1
"89","es una pelota de estado bueno",1
"90","es una pelota muy divertida",1
"91","es una pelota secreta, porque que sé?",1
"92","es una persona rara",1
"93","fue el dinero porque la plata es dinero",1
"94","hay monedas de plata ¿no?",1
"95","la abuela es una pelota de plata",1
"96","la bala es de plata y por eso la puse",1
"97","la luna brilla",1
"98","la luna cuando es de noche es una pelota de plata",1
"99","la luna es color plata y hermosa",1
"100","la luna es porque no hay pelotas de plata",1
"101","la luna es redonda y de color plata",1
"102","la luna es una pelota de plata",1
"103","la luna es una pelota de plata porque el color es similar al plateado",1
"104","la luna es una pelota pintada de plata",1
"105","la luna llena es como una pelota de plata por su color",1
"106","la luna, porque cuando la miras se ve tan brillante y hermosa como la plata",1
"107","la luna porque es de color plata en la noche y día",1
"108","la luna porque es redonda y muy hermosa",1
"109","la luna porque es una esfera y es gris como la plata",1
"110","la luna, porque se ve brillante",1
"111","la maceta es la que sostiene a la planta",1
"112","la pelota de plata es la luna  porque es de plata el color de la luna",1
"113","la pelota de plata es muy especial",1
"114","la pelota es brillante como la plata",1
"115","la pelota es dura y brillante",1
"116","la pelota es muy amarilla como el sol",1
"117","la pelota es muy bonita",1
"118","la plata esta redonda",1
"119","la plata puede ser una pelota pero de plata",1
"120","las espadas porque son de plata",1
"121","las niñas porque son ordenadas",1
"122","las nubes de la tierra se parecen a una pelota de plata",1
"123","las plantas ",1
"124","lenguaje literal",1
"125","le puse luna porque tiene casi el mismo color",1
"126","le puse pez porque hay unos que parecen plata",1
"127","luna aveces es obscura y plata tambien",1
"128","luna como plata",1
"129","luna es redonda color plata",1
"130","luna parece de plata",1
"131","luna porqué es de color plateado.",1
"132","luna porque es plateada",1
"133","luna porque la luna es redonda y puede ser una pelota y plata porque puede ser blanca o plata",1
"134","mamá es una pelota de plata",1
"135","mi alma es de un guerrero",1
"136","mi amiga porque vale mucho",1
"137","miembro muy valioso e importante para la familia",1
"138","mi frase es la bondad ya que la bondad es tan presiada como la plata",1
"139","mi goma es una pelota de plata",1
"140","mi mamá es muy valiosa",1
"141","mi mama porque es muy valiosa",1
"142","mi mamá vale mucho como si fuera plata",1
"143","mi papa",1
"144","mi papá es de plata",1
"145","mi papá porque es muy bueno conmigo",1
"146","mi pelota de planta es una normal",1
"147","mi pelota tiene una planta",1
"148","mi respuesta en la frase ""pelota de plata"" fue deporte porque me gusta mucho",1
"149","mi respuesta en la frase puede ser que es una pelota valiosa",1
"150","moneda",1
"151","moneda redonda de plata",1
"152","muchas hojas",1
"153","muchos, pero",1
"154","no entendí la frase pero creo que es tener dinero",1
"155","no es una pelota normal de telas de aire",1
"156","no existe, pero si es poema tendras que apropiarte del tema, la luna es redonda y color entre blanco y plata bajo.",1
"157","no le entiendo",1
"158","no lo se no tengo idea",1
"159","no respondio",1
"160","no se me ocurre ninguna",1
"161","no se puede porque una pelota de plata no existe.",1
"162","no se  ",1
"163","no tiene sentido",1
"164","nunca se rinde",1
"165","para el su pelota vale mucho como la plata",1
"166","parece una pelota de plata",1
"167","pelota bonita",1
"168","pelota brillante",1
"169","pelota de boliche",1
"170","pelota de color plata",1
"171","pelota de color plata o una pelota especial",1
"172","pelota de plata",1
"173","pelota de plataes la luna porque el sol es una pelota de fuego",1
"174","pelota dura o inmovil ",1
"175","pelota hermosa",1
"176","pelota para jugar",1
"177","pelota que esta pintada de color plata",1
"178","pelota que vale mucho",1
"179","perro",1
"180","persona importante",1
"181","persona muy importante",1
"182","podría ser algo querido, como algo de la suerte",1
"183","porque... ",1
"184","porque algunas de las canicas están hechas de metal y parecen plata",1
"185","porque cuando alguien sonrie su sonrisa brilla tanto y por eso le puse eso.",1
"186","porque cuando sentimos dolor no lo podemos soportar como el peso de la pelota de plata",1
"187","porque de las minas se extraen minerales como la plata",1
"188","porque el corazon puede ser invencible como la plata",1
"189","porque el gris de la luna parece de plata",1
"190","porque es algo que vale como plata para mi",1
"191","porque es brillante en la oscuridad",1
"192","porque es de las unicas que  que pueden ser de plata",1
"193","porque es muy fuerte",1
"194","porque es redonda y brillante",1
"195","porque esta hablando de pelotas",1
"196","porque es una bola blanca",1
"197","porque es una bola blanconea",1
"198","porque es una pelota bonita y de plata",1
"199","porque es una pelota de plata",1
"200","porque es una pelota voliche",1
"201","porque la luna es blanca, plateada y brillante*",1
"202","porque la luna es color plateado y es como una plata",1
"203","porque la luna es de ese color*",1
"204","porque la luna es redonda y de color plata o gris, pero se identifica mas como plata.",1
"205","porque la luna es una pelota y tiene un color un poco plateado",1
"206","porque la luna se ve como metal",1
"207","porque la mente vale mucho",1
"208","porque la moneda es redonda y es de plata",1
"209","porque la plata se parece a la luna",1
"210","porque las canicas a veces son de plata",1
"211","porque las pelotas no son de plata",1
"212","porque mi papá es muy bueno y paciente conmigo asi que para mí, el está hecho de plata",1
"213","porque mi sarten esta hecho de plata",1
"214","porque vale dinero",1
"215","pudiera ser dinero porque el dinero está hecho de plata",1
"216","puede haber una pelota de beisbol hecha de plata",1
"217","puede ser algo de plata como la luna que es algo de plata",1
"218","puede ser mi cabeza y puede ser un planeta",1
"219","puede ser que la pelota sea de ese color o que sea eso metaforicamente",1
"220","puede ser una pelota plateada",1
"221","puede ser un imán",1
"222","pues es una dadega",1
"223","pues fierro",1
"224","pues la plata es algo valioso",1
"225","pues una moneda es redonda como una pelota y es de plata",1
"226","pues yo puse que el metal es plata",1
"227","puse abuela, porque a la mayoria de nuestras abuelas les gustan las plantas",1
"228","puse el dinero porque la plata cuesta dinero",1
"229","puse ""la luna"" porque parece que esta hecha de plata",1
"230","puse la luna porque parece una pelota de plata porque es redonda y es color gris con blanco",1
"231","puse primero al sol y lo segundo puse luna porque es lo contrario y parece de  plata",1
"232","que algo redondo puede ser de plata como accesorios",1
"233","que alguien de tu familia es de plata",1
"234","que brilla",1
"235","que brilla mucho",1
"236","que brilla mucho en la familia",1
"237","que compren oro y lo hacen",1
"238","que cualquiera es una pelota de plata",1
"239","que el de la tienda es muy buena persona",1
"240","que el oro es como la plata solo tiene mas valor y diferente color",1
"241","que el pasto es una pelota",1
"242","que el se cree como si fuera rico",1
"243","que es algo importante",1
"244","que es bonita :)",1
"245","que es como si tu abuela o tu amigo, etc. no se despegara de ti.",1
"246","que es demasiada plata",1
"247","que es duro como la plata",1
"248","que es muy brillante",1
"249","que es muy brillante la pelota",1
"250","que es muy duro",1
"251","que es muy especial",1
"252","que es muy reconocido",1
"253","que es muy valorada",1
"254","que está hecha de plata",1
"255","que esta hecha de plata y es pesada",1
"256","que es una estatua",1
"257","que es una estrella de ""plata""",1
"258","que es una florecilla antes de nacer",1
"259","que es una moneda de plata",1
"260","que es una pelota brillante",1
"261","que es una pelota color plateado",1
"262","que es una pelota de plata.",1
"263","que es una pelota pero esa pelota es de plata",1
"264","qué es una perla que encuentras en el mar",1
"265","que es una persona fuerte",1
"266","que es un arete circular",1
"267","que es un color resaltante y muy bonito",1
"268","que es un dije de plata",1
"269","que es un objeto o alguna otra cosa de plata",1
"270","que es valiosa",1
"271","que es valioso o que es fuerte",1
"272","que hay muchas pulsera que estan hechas de plata",1
"273","que la hoja es de plata",1
"274","que la luna es de ese color",1
"275","que la luna se ve de plata porque es gris",1
"276","que la mama trabaja duro",1
"277","que la pelota era de plata porque tenia oro",1
"278","que la pelota es bonita y dura",1
"279","que la pelota es de plata y es muy cara",1
"280","que la pelota es dura",1
"281","que la pelota es gris y tiene brillo",1
"282","que la pelota es muy cara y pesada",1
"283","que la pelota fue creada por plata",1
"284","que la pelota no sería la luna",1
"285","que la pelota puede ser dura",1
"286","que los medallones pueden ser de muchas formas",1
"287","que mi familia vale mucho",1
"288","que mi hermanito planta flores",1
"289","que mi papá es muy fuerte y parece de plata",1
"290","que mi papá es una pelota de plata porque vale mucho mas que la plata",1
"291","que pesa",1
"292","que puede ser una pelota de pelos y aparte oro.",1
"293","que se parece a la luna",1
"294","qué se porta muy bien",1
"295","que seria muy valiosos con un ejemplo que puse, la luna sería la frase",1
"296","que se veia algo extraordinario",1
"297","que su hermana se cree mucho que hasta parece plata",1
"298","que te da dinero por eso puse cartera",1
"299","que tiene algo muy valioso",1
"300","que tiene mucho amor y carino",1
"301","que tiene mucho dinero",1
"302","que tiene una pelota de metal de plata",1
"303","que un amigo puede ser pelota de plata.",1
"304","que un trofeo es de plata",1
"305","que vale demasiado como oro",1
"306","que vale mucho",1
"307","que vale mucho como la familia",1
"308","que vale mucho, porque la plata vale mucho",1
"309","qué vale oro",1
"310","se hizo una acumulación de plata",1
"311","se refiere a la luna",1
"312","se refiere a que es valioso",1
"313","se refiere a una pelota de plata",1
"314","seria la luna porque brilla como la plata",1
"315","sería un trofeo",1
"316","significa algo muy bonito que no se puede romper",1
"317","significa que es muy bueno para hacer algo",1
"318","significa que los anillos son de plata",1
"319","significa una moneda porque es redonda",1
"320","sin respuesta",1
"321","son o pueden ser aretes de plata porque tienen forma de pelota",1
"322","su amigo es bueno",1
"323","trofeo o pelota bonita.",1
"324","una alcancia porque tiene dinero adentro que también se llama plata, money, feria",1
"325","una canca de  fierro",1
"326","una canica de plata",1
"327","una luna porque la luna es como una pelota y es de color plata",1
"328","una medalla de plata",1
"329","una medallita de circulo",1
"330","una moneda porque es de plata y redonda",1
"331","una moneda porqué es muy brillante",1
"332","una moneda porque es redonda y puede ser de plata",1
"333","una moneda, porque las monedas están hechas de plata",1
"334","una moneda que brilla",1
"335","un anillo de plata",1
"336","un anillo porque son redondos como pelotas y algunos son de plata",1
"337","una pelota",1
"338","una pelota *** (chapada) en oro",1
"339","una pelota color plata",1
"340","una pelota con brillos",1
"341","una pelota de color de plata",1
"342","una pelota de color plateada",1
"343","una pelota de pelos",1
"344","una pelota de plata es algo pesado",1
"345","una pelota de plata es la luna",1
"346","una pelota de plata namas rima",1
"347","una pelota de plata o  puede tener oro",1
"348","una pelota de plata que no rebota",1
"349","una pelota gris o que vale algo",1
"350","una pelota hecha de plata",1
"351","una pelota hecha de plata pero no existen",1
"352","una pelota muy bella o valiosa",1
"353","una pelota normal",1
"354","una pelota para playa",1
"355","una pelota que es de plata",1
"356","una pelota que parece de plata por su color",1
"357","una pelota que vale mucho",1
"358","una pelota tiene un dibujo de planta",1
"359","una persona que  tiene mucha plata pero como la persona es pelota, se dice pelota de plata",1
"360","una planta circular",1
"361","una planta es una pelota",1
"362","una  pelota cuadrada",1
"363","un balón",1
"364","un boton de plata",1
"365","un collar puede ser de plata",1
"366","un fruto redondo",1
