"","word","n"
"1","luna",55
"2","la luna",33
"3","el",15
"4","papa",12
"5","mama",11
"6","moneda",10
"7","no contesto",10
"8","que",7
"9","la moneda",6
"10","no se",6
"11","abuela",5
"12","amigo",5
"13","medalla",5
"14","pelota",5
"15","ella",4
"16","no respondio",4
"17","oro",4
"18","porque",4
"19","que es",4
"20","trofeo",4
"21","y",4
"22","dinero",3
"23","el anillo",3
"24","familia",3
"25","hermana",3
"26","hermano",3
"27","hierro",3
"28","mi abuelo",3
"29","pelota plata",3
"30","plata",3
"31","tambien",3
"32","arete",2
"33","caliente",2
"34","cartera",2
"35","como",2
"36","eso",2
"37","esta",2
"38","hermanito",2
"39","la estrella",2
"40","la nieve",2
"41","la nina",2
"42","mar",2
"43","mi casa",2
"44","mi hermana",2
"45","mi mama",2
"46","mi moneda",2
"47","minero",2
"48","mi papa",2
"49","nino",2
"50","pelotas",2
"51","perro",2
"52","pesada",2
"53","planta",2
"54","tio",2
"55","abuelita",1
"56","agua",1
"57","aire",1
"58","alcancia",1
"59","amiga",1
"60","amor",1
"61","anillo",1
"62","anochecer",1
"63","arbol",1
"64","aretes",1
"65","balon",1
"66","bandeja",1
"67","baston",1
"68","bondad",1
"69","boton",1
"70","brillante",1
"71","cadena",1
"72","canica",1
"73","canto",1
"74","cara",1
"75","carro",1
"76","collar",1
"77","corazon",1
"78","cual",1
"79","cualquiera",1
"80","cuando estan feliz",1
"81","dadega",1
"82","de fuego",1
"83","dije",1
"84","dolor",1
"85","dorado",1
"86","(dormido)",1
"87","el agua",1
"88","el amigo",1
"89","el arete",1
"90","el balon",1
"91","el bosque",1
"92","el dinero",1
"93","el es como una",1
"94","el fierro",1
"95","el hierro",1
"96","eliod",1
"97","el metal",1
"98","el mundo",1
"99","el oro",1
"100","el pez",1
"101","el plateado",1
"102","el televisor",1
"103","en un anillo",1
"104","esa",1
"105","ese",1
"106","esfera",1
"107","es una",1
"108","fuerte",1
"109","globo",1
"110","gran jaguar",1
"111","hermana ",1
"112","iman",1
"113","jazmin",1
"114","juan",1
"115","??l",1
"116","la",1
"117","la bala",1
"118","la bola",1
"119","la brillantina",1
"120","la calceta",1
"121","la estatua",1
"122","la llanta",1
"123","la mente",1
"124","la mina",1
"125","la novia",1
"126","la paja",1
"127","la pelota",1
"128","la perla",1
"129","la plata",1
"130","la tierra",1
"131","luego",1
"132","lupita",1
"133","maceta",1
"134","mateo",1
"135","medallita",1
"136","mena",1
"137","metal",1
"138","mi abuela",1
"139","mi alcancia",1
"140","mi alma",1
"141","mi amiga",1
"142","mi cabello",1
"143","mi consola",1
"144","mi corazon",1
"145","mi deporte",1
"146","mi dinero",1
"147","mi espada",1
"148","mi estomago ",1
"149","mi goma",1
"150","mi hermanito",1
"151","mike",1
"152","mi luna",1
"153","mi perro",1
"154","mi reloj",1
"155","mi trofeo",1
"156","mi vecino",1
"157","mi vida",1
"158","mucho dinero",1
"159","mujer",1
"160","muy",1
"161","naranja",1
"162","nieve",1
"163","no",1
"164","no ",1
"165","""no entendio""",1
"166","no entiendo",1
"167","no entiendo nada",1
"168","ojos",1
"169","pasto",1
"170","pelota roja",1
"171","pinpon",1
"172","primo",1
"173","que bonito",1
"174","rico",1
"175","robot",1
"176","sarten",1
"177","senor",1
"178","si",1
"179","sol",1
"180","solta",1
"181","su pulsera",1
"182","tia",1
"183","tomate",1
"184","tu sonrisa",1
"185","una amiga",1
"186","una canica",1
"187","veredo",1
"188","voliche",1
"189","y el otro",1
"190","y (el tiempo)",1
"191","y la luna",1
"192",NA,1
