"","word","n"
"1","perro",54
"2","gato",33
"3","cabeza",25
"4","papa",15
"5","pelota",15
"6","hermano",8
"7","mama",8
"8","cabello",7
"9","amigo",5
"10","hermana",4
"11","pelo",4
"12","perrito",4
"13","hermanito",2
"14","mascota",2
"15","no contesto",2
"16","a ",1
"17","amiga",1
"18","bola",1
"19","carro",1
"20","circulo",1
"21","coco",1
"22","cuerpo",1
"23","(dormido)",1
"24","ermos",1
"25","jabon",1
"26","maestra",1
"27","mi abuela",1
"28","mi cabeza",1
"29","mi fenomeno",1
"30","mi papa",1
"31","mi pelo",1
"32","no",1
"33","""no entendio""",1
"34","no se",1
"35","pedro",1
"36","pelos",1
"37","pelotas",1
"38","pierna",1
"39","planeta",1
"40","pluma",1
"41","primo",1
"42","ramon",1
