"line","word"
1,"muchos, pero"
2,"es una pelota secreta, porque que se?"
3,"porque..."
4,"el estomago, porque es un poquito duro"
5,"que se porta muy bien"
6,"las plantas"
7,"una moneda porque es muy brillante"
8,"un balon"
9,"cuando algo es bonito"
10,"luna porque es de color plateado."
11,"porque cuando alguien sonrie su sonrisa brilla tanto y por eso le puse eso."
12,"que es una pelota de plata."
13,"la luna"
14,"es paja y la puedes hacer bola y puedes jugar con ella a patearla"
15,"que es muy valioso"
16,"que la pelota no seria la luna"
17,"mama es una pelota de plata"
18,"que esta hecha de plata y es pesada"
19,"lenguaje literal"
20,"mi papa es de plata"
21,"es la luna porque es plateada."
22,"el mar es una pelota de plata"
23,"mi mama vale mucho como si fuera plata"
24,"sin respuesta"
25,"el mar es una pelota de plata"
26,NA
27,"esta como hecha de plata y de nada mas"
28,"perro"
29,"una pelota de pelos"
30,"no respondio"
31,"es una moneda es de plata pelota de plata"
32,"pues fierro"
33,"no se"
34,"que vale oro"
35,"no se"
36,"no se"
37,"la luna porque es de color plata en la noche y dia"
38,"como las estrella brillan y la plata refleja la luz como una estrella"
39,"seria un trofeo"
40,"se refiere a la luna"
41,"la pelota es dura y brillante"
42,"porque es una pelota voliche"
43,"que brilla"
44,"es una abuela"
45,"es igual a la luna de redonda"
46,"no contesto"
47,"que se parece a la luna"
48,"creo que es una bala de iman"
49,"una canica de fierro"
50,"que la pelota puede ser dura"
51,"una pelota de color plateada"
52,"algo que aprecio mucho"
53,"algo duro"
54,"un robot"
55,"no contesto"
56,"la luna porque es una esfera y es gris como la plata"
57,"las ninas porque son ordenadas"
58,"una pelota hecha de plata"
59,"balones porque es lo que mas me gusta"
60,"que mi papa es una pelota de plata porque vale mucho mas que la plata"
61,"porque es de las unicas que que pueden ser de plata"
62,"que es una pelota de plata"
63,"que es demasiada plata"
64,"una persona que tiene mucha plata pero como la persona es pelota, se dice pelota de plata"
65,"que es una florecilla antes de nacer"
66,"una pelota de plata"
67,"parece una pelota de plata"
68,"puse primero al sol y lo segundo puse luna porque es lo contrario y parece de ? plata"
69,"se hizo una acumulacion de plata"
70,"pelota dura o inmovil"
71,"porque de las minas se extraen minerales como la plata"
72,"como si fuera muy especial para el"
73,"es como una bola de plata"
74,"que es bonita :)"
75,"una planta circular"
76,"como si brilla"
77,"puse ""la luna"" porque parece que esta hecha de plata"
78,"podria ser algo querido, como algo de la suerte"
79,"una moneda"
80,"no se"
81,"no le entiendo"
82,"le puse pez porque hay unos que parecen plata"
83,"un anillo de plata"
84,"una moneda que brilla"
85,"la luna"
86,"porque la moneda es redonda y es de plata"
87,"es la pelota de plata"
88,"que es una pelota pero esa pelota es de plata"
89,"moneda"
90,"la luna es porque no hay pelotas de plata"
91,"son o pueden ser aretes de plata porque tienen forma de pelota"
92,"moneda redonda de plata"
93,"no se"
94,"pelota de boliche"
95,"pelota brillante"
96,"el es blanco"
97,"que la pelota vale mucho"
98,"no se puede porque una pelota de plata no existe."
99,"que esta hecha de plata"
100,"una pelota cuadrada"
101,"puede haber una pelota de beisbol hecha de plata"
102,"(dormido)"
103,"la luna es redonda y de color plata"
104,"puede ser mi cabeza y puede ser un planeta"
105,"una pelota color plata"
106,"una moneda porque es de plata y redonda"
107,"no tiene sentido"
108,"que es muy brillante la pelota"
109,"no se me ocurre ninguna"
110,"que es un arete circular"
111,"no se"
112,"es una pelota muy divertida"
113,"esta hecha de plata"
114,"que es una pelota de plata"
115,"que el de la tienda es muy buena persona"
116,"el minero saca la plata por eso"
117,"si"
118,"una pelota *** (chapada) en oro"
119,"un oro"
120,"es una pelota de plata"
121,"mi goma es una pelota de plata"
122,"es que la luna es blanca y lo primero que se me vino a a mente de la plata fue la luna"
123,"****"
124,"que mi hermanito planta flores"
125,"que es una estrella de ""plata"""
126,"fue el dinero porque la plata es dinero"
127,"yo le entiendo una medalla"
128,"la pelota es muy bonita"
129,"que es valiosa"
130,"yo digo que es pelota de hierro porque es un poco mas parecida a la plata"
131,"mi mama es muy valiosa"
132,"es algo valioso para el"
133,"que los medallones pueden ser de muchas formas"
134,"yo digo que seria la luna"
135,"porque la luna es blanca, plateada y brillante*"
136,"porque vale dinero"
137,"el cabello puede ser color plata"
138,"que es una pelota de plata"
139,"que mi papa es muy fuerte y parece de plata"
140,"una pelota para playa"
141,"una pelota de plata que no rebota"
142,"que seria muy valiosos con un ejemplo que puse, la luna seria la frase"
143,"pudiera ser dinero porque el dinero esta hecho de plata"
144,"la luna brilla"
145,"una alcancia porque tiene dinero adentro que tambien se llama plata, money, feria"
146,"la luna cuando es de noche es una pelota de plata"
147,"la luna es una pelota pintada de plata"
148,"yo en mi caso elegi la luna porque pues es circular y se puede ver blanca o platiada es tener imaginacion"
149,"una pelota de plata o puede tener oro"
150,"un nino de plata"
151,"porque el gris de la luna parece de plata"
152,"porque la luna es una pelota y tiene un color un poco plateado"
153,"no entendi la frase pero creo que es tener dinero"
154,"que la pelota es bonita y dura"
155,"ella porque seria alguien bonito"
156,"es la unica forma que se me vino a la mente"
157,"puede ser un iman"
158,"pelota que vale mucho"
159,"una pelota que parece de plata por su color"
160,"pelota de color plata o una pelota especial"
161,"una pelota de color de plata"
162,"que es valioso o que es fuerte"
163,"que es muy valioso"
164,"la luna es una pelota de plata porque el color es similar al plateado"
165,"muy valioso"
166,"que es una moneda de plata"
167,"es nino que vale mucho"
168,"no se"
169,"que la pelota es muy cara y pesada"
