"line","word"
1,"una fruga"
2,NA
3,"sol"
4,"balon"
5,"abuelo"
6,"encendedor"
7,"sol"
8,"abuelo"
9,"muy chida"
10,"yeimi"
11,"tiene unas"
12,"sol"
13,"balon"
14,"sol"
15,"es una pelota"
16,"amanecer"
17,"senor"
18,"papa"
19,"perro"
20,"asnigo"
21,"jacinto"
22,"perro"
23,"enojo"
24,"amor"
25,"dragon"
26,"sol"
27,"sol"
28,"volcan"
29,"enojo"
30,"volcan"
31,"porque"
32,"sol"
33,"tiempo"
34,"sol"
35,"senor"
36,"sol"
37,"pelota"
38,"nino"
39,"sol"
40,"horno"
41,"sol"
42,"no se"
43,"sol"
44,"balon"
45,"sol"
46,"sol"
47,"sol"
48,"sol"
49,"pelota de fuego"
50,"asador"
51,"oso"
52,"no contesto"
53,"fuego"
54,"no contesto"
55,"abuelo"
56,"sol"
57,"globo"
58,"vecino"
59,"papa"
60,"senor"
61,"senor"
62,"coche"
63,"naranja"
64,"sol"
65,"volcan"
66,"sol"
67,"nino"
68,"balon"
69,"sol"
70,"sol"
71,"vecino"
72,"jaguar"
73,"nino"
74,"balon"
75,"sol"
76,"sol"
77,"meteorito"
78,"nino"
79,"sol"
80,"no entiendo"
81,"sol"
82,"sol"
83,"sol"
84,"sol"
85,"sol"
86,"sol"
87,"coco"
88,"sol"
89,"sol"
90,"senor"
91,"no contesto"
92,"balon"
93,"hermanito"
94,"pelota"
95,"nino"
96,"sol"
97,"cuando se enojan"
98,"enojo"
99,"sol"
100,"abuelo"
101,"hombre"
102,"abuelo"
103,"bombero"
104,"sol"
105,"pelota"
106,"sol"
107,"sol"
108,"meteorito"
109,"juguete"
110,"brujo"
111,"cuando se enoja"
112,"carbon"
113,"foco"
114,"sol"
115,"nino"
116,"sol"
117,"sol"
118,"circulo"
119,"sol"
120,"abuelo"
121,"sol"
122,"sol"
123,"sol"
124,"sol"
125,"encendedor"
126,"enojon"
127,"nino"
128,"hermanito"
129,"balon"
130,"balon"
131,"abuelo"
132,"no"
133,"sol"
134,"sol"
135,"perro"
136,"balon"
137,"bota"
138,"sol"
139,"sol"
140,"nino"
141,"pelotas"
142,"sol"
143,"tio"
144,"vestido"
145,"nino"
146,"sol"
147,"nino"
148,"sol"
149,"gas"
150,"sol"
151,"no"
152,"vapor"
153,"sol"
154,"sol"
155,"sol"
156,"sol"
157,"sol"
158,"sol"
159,"amor"
160,"jardin"
161,"sol"
162,"chile"
163,"carbon"
164,"senor"
165,"juego"
166,"sol"
167,"rojo"
168,"si"
169,"balon"
170,"sol"
171,"no contesto"
172,"amor"
173,"papa"
174,"sol"
175,"amor"
176,"nino"
177,"abuelo"
178,"hermano"
179,"sol"
180,"no contesto"
181,"balon"
182,"vecino"
183,"sol"
184,"papa"
185,"como"
186,"calor"
187,"de el"
188,"amor"
189,"cerillo"
190,"no contesto"
191,"papa"
192,"papa"
193,"pelotas"
194,"vecino"
195,"vecino"
196,"oido"
197,"sol"
198,"vecino"
199,"sol"
200,"horno"
201,"papa"
202,"vecino"
203,"balon"
204,"volcan"
205,"bascet"
206,"sol"
207,"sol"
208,"sol"
209,"sol"
210,"sol"
211,"sol"
212,"metiorito"
