"line","word"
1,"un leon"
2,"una cabeza, un cepillo, algo redondo con pelos, alambre o algo q sobre salga con textura a pelos :v"
3,"esta echa o esta de pelos de una que esta muy bien"
4,"podria ser un balon con muchos pelos"
5,"un gato"
6,"un pero gordo"
7,"un gato , un hamster etc"
8,"un animal que a lo mejor tengan un animal"
9,"una cabeza"
10,"un perro"
11,"un gato"
12,"mi hermana :v"
13,"la cabeza de un gato"
14,"abuelo"
15,"los celos"
16,"el perro o el gato"
17,"mi cabeza"
18,"la cabeza"
19,"su ermanito"
20,"el cabello o otras partes7u7"
21,"una muneca"
22,"cualquier cosa"
23,"mi gto"
24,"gato"
25,"perro"
26,"cual quier otro animal que tenga pelo"
27,"un balon"
28,"la cabeza de un leon"
29,"el gato"
30,"un perro"
31,"un gato"
32,"delas cosas intimas xd"
33,"un trapeador xd"
34,"un puerco spink"
35,"cabeza"
36,"mi perro"
37,"una bola de estambre"
38,"una bola de pelos"
39,"que una cosa esta llena de pelos"
40,"los perros"
41,"cualquier otra mascota o si su papa tiene mucho pelo tambien podria ser el"
42,"un perro"
43,"nose aberiguelo usted"
44,"un perro"
45,"no quiero ser un pervertido y con todo respeto un ''testiculo''"
46,"no"
47,"jugar a algo que me guste"
48,"una naranga"
49,"no"
50,"mi gato"
51,"no lo se"
52,"nosre"
53,"un peine"
54,"un hamster"
55,"podria ser un aminal o mascota"
56,"13rgfq"
57,"un puercoespin"
58,"un raton"
59,"un perro"
60,"estambre"
61,"un gato"
62,"un perro o algun otro animal"
63,"mi perro"
64,"mi perro"
65,"un gato"
66,"la cabeza de un gato"
67,"juegos"
68,"celos"
69,"el perro"
70,"la bola de estanbre"
71,"pelota de esfuerzo"
72,"el gato"
73,"el gato depende de la mascota que tengas ;v"
74,"un gato"
75,"tu bello"
76,"un circulo"
77,"un animal"
78,"mi gato"
79,"mi conejo"
80,"un gato"
81,"los pelos de los gatos"
82,"una pelusa"
83,"bolas de pelos"
84,"no se"
85,"una cabeza"
86,"una cabeza"
87,"una pelota que esta llena de problemas"
88,"no seee"
89,"la cabeza"
90,"mi hermano"
91,"un perro"
92,"una pelota de tenis"
93,"muchos pelos enrrollados"
94,"un perrito"
95,"un perro pequeno"
96,"una pelota fantastica"
97,"un animal"
98,"una pelota de fotball"
99,"una bola de pelos de gatos"
100,"el perro o caballo"
101,"tal vez sea un animal con pelos o simplemente una pelota peluda"
102,"un perro"
103,"mi tio"
104,"mis celos por esa morrita"
105,"un peluche"
106,"cualquier el animal"
107,"un gato"
108,"mi perro"
109,"una arana"
110,"mi jamster"
111,"las cabezas"
112,"un gato"
113,"una cabesa"
114,"pelota de pelos"
115,"una bola de estambre"
116,"un gato si esta gordo"
117,"alguna persona u objeto con muchos pelos"
118,"un jamster"
119,"una simple pelota con pelos , o un nombre de apodo a un ser vivo"
120,"pojdtyubvouolkyfb"
121,"pelota con pelitos"
122,"mi primo"
123,"no se"
124,"yus tu and mafetfort"
125,"mi hermano es de pelos"
126,"un gato"
127,"mi perro"
128,"perro"
129,"un gato"
130,"una mascota de casa; perro o gato"
131,"gato"
132,"un gato acurrucado"
133,"un perro"
134,"perro"
135,"un perro."
136,"mi perro"
137,"un gato"
138,"no se"
139,"un hamster"
140,"conejo"
141,"un llavero"
142,"una persona"
143,"mi perro"
144,"lo que deja el gato cuando se chupa mucho"
145,"un gato."
146,"alguien que es buena onda"
147,"un hamster"
148,"un perro"
149,"un perro"
150,"un perro"
151,"un perro"
152,"un problema grande y confuso"
153,"un perro"
154,"una de tenis"
155,"se podria referir a un animal en forma de metafora"
156,"un perro"
157,"un peluche peludo"
158,"un gato"
159,"gato"
160,"un mechon de pelo."
161,"un perro"
162,"algun otro animal"
163,"una pelota de tenis"
164,"otro animal peludo"
165,"otro animal peludo"
166,"un gato"
167,"lo que sale despues de limpiar el piso"
168,"un gato"
169,"un perro"
170,"perro"
171,"una mascota"
172,"la bola de pelo del gato"
173,"un perro"
174,"un gato"
175,"algun otro animal"
176,"una enredadera de pelos"
177,"mi gato"
178,"un coco"
179,"un perro"
180,"mi gato"
181,"si"
182,"un animal"
183,"un perro"
184,"mis pies"
185,"una persona peluda"
186,"mi cabeza"
187,"es genuina"
188,"una marrana de pelos"
189,"un nepe"
190,"mi gato"
191,"un gato o un oso o un animal peludo"
192,"mi perro"
193,"la cabeza o un nudo en la cabeza."
194,"lo que vomitan los gatos"
195,"mi cabeza"
196,"un gato muy gordo"
197,"quiza una arana"
198,"mi cabeza"
199,"un gato o un mapache"
200,"lo que vomitan los gatos"
201,"el cabello"
202,"un perro"
203,"una persona que dice muchas cosas, muchas mentiras podria ser?"
204,"un gato muy gordo como garfield"
205,"perro"
206,"tener descontrol en tu vida"
207,"mi cabeza"
208,"un animal"
209,"un perro"
210,"mi cabeza"
211,"un o alguien que es un desastre total"
212,"un animal"
213,"un animal con pelo que se duermen como una pelota"
214,"el vomito de un gato"
215,"tu perro"
216,"un gato"
217,"mi perro"
218,"una pelota desinflada o tambien podria ser algo divertido"
219,"un animal"
220,"un gato"
221,"un gato"
222,"el rabo de un conejo"
223,"un perro o un jardin."
224,"un animal"
225,"un perro"
226,"perro"
227,"invalida x sistema"
228,"mi perro"
229,"gato , perro , raton ."
230,"un animal"
231,"tu maestro"
232,"objetos que tienen pelos a su al rededor"
233,"nido de pajaros"
234,"mi cabesa"
235,"pompones"
236,"un perro, un peluche o otra cosa."
237,"adornos para mochilas"
238,"la de el gato"
239,"un gato"
240,"un gato"
241,"un animal"
242,"un perrito"
243,"gato o un hamster"
244,"su gasto o perro. tambien puede decir que su cabeza es una pelota de pelos"
245,"mi hermano"
246,"un gato"
247,"perro"
248,"un animal"
249,"mi perro"
250,"un perro o un gato"
251,"un gato o perro"
252,"un insecto o cosa"
253,"un animal que tenga pelos o un juguete que tenga pelos"
254,"que el mismo trata de explicar sobre el tipo de pelota que el tiene y de echo es la pelota mas especial"
255,"cualquier aminal"
256,"es un nino que se la pasa gritando todo el dia"
257,"un gato"
258,"no se"
259,"una pelota chida"
260,"una pelota de oro"
261,"una cosa peluda alv"
262,"un gato"
263,"mi cabello,unglobo o un liston"
264,"un ??ponpon"
265,"un perro"
266,"mi mama"
267,"un gato"
268,"otra mascota."
269,"una pelota de amor"
270,"mi sepillo para peinar"
271,"un globo"
272,"un nido"
273,"un juguete para estres"
274,"la cabeza"
275,"el estropajo"
276,"un perro"
277,"es como un animal"
278,"bolitas de pelo caidos"
279,"un gato"
280,"un gato etc"
281,"mi cabeza"
282,"raton"
283,"un gato"
284,"la mascota"
285,"la vulva"
286,"un gato"
287,"la mascota"
288,"el carro"
289,"mi perro"
290,"un gato"
291,"mi cabeza"
292,"la rabo de conejo"
293,"el pelo"
294,"el planeta"
295,"una bola de pelos"
296,"un perro"
297,"un perro"
298,"un perro"
299,"un perro, o, un conejo"
300,"una mascota."
301,"la ropa"
302,"podria ser otro animal como un hamster."
303,"que es una persona que tiene mucha cabellera"
304,"qwe"
305,"un coco"
306,"quizas a una mascota que tengan"
307,"la cabeza tal vez"
308,"un animal"
309,"un perro"
310,"mi hermano"
311,"cualquier cosa que sea redonda"
312,"la cabeza de un perro"
313,"mi abuelo"
314,"un estambre"
315,"mi cabeza o la de alguien mas"
316,"pues como un animal peludo"
317,"un animal peludo"
318,"una pelota diferente"
319,"un perro"
320,"un peluche"
321,"una silla o un sofa"
322,"un perro"
323,"una bola de cabellos de la mama yo que se"
324,"hermano"
325,"podria ser que cunado un gato esta como dormido pero echo bolita"
326,"su hermana"
327,"una mascota o hasta la propia cabeza del poeta"
328,"la cabeza xd"
329,"un perro"
330,"mi gato"
331,"un dulce"
332,"una bola de pelos de gato"
333,"un gato o los pelos de la cabeza"
334,"la cabeza"
335,"un conejo"
336,"un bola de cabello"
337,"una pelta ue la isieron de muchsnpelos"
338,"no se solo se me ocurre estambre"
339,"una bola de estabre"
340,"primera podia ser un gato"
341,"un gato"
342,"mi perro"
343,"mi perro"
344,"pues yo digo que sera como mi entiligensia"
345,"una pelota de oro"
346,"un perro"
347,"un pelota hecha de pelos"
348,"una cabeza"
349,"un gato"
350,"una cabeza muy grenuda"
351,"mi cabello enredado"
352,"mi cepillo"
353,"mi cabello"
354,"un peluche"
355,"un animal como puercoespin"
356,"un animal."
357,"la cabeza de mi amiga"
358,"una mascota como un perro"
359,"la cabeza de un perro."
360,"la cola del conejo"
361,"un perro"
362,"pelota de tenis"
363,"mi cabesa"
364,"mi hermano"
365,"no lo se"
366,"la cabeza u otro animal"
367,"alguien que tiene muchos problemas"
368,"un mapache"
369,"nada"
370,"un gusano peludo gordo"
371,"un jugete quita estres"
372,"un coco sus ramas pequenas hacen que parezcan cabellos"
373,"una enorme bola de chicles xd"
374,"no se"
375,"mi perro"
376,"una bola verde"
377,"un gato"
378,"un perro o gato"
379,"mi amistad"
380,"mi cabello"
381,"un pompon"
382,"de que es muy buena onda"
383,"cepillo"
384,"mi gato"
385,"un nudo de pelos"
386,"un perro"
